player,team,game_id,prop_type,line,over_odds,under_odds,sportsbook,player_id,player_position,player_jersey,opponent,game_date,game_time,event_status,home_team,away_team,market_id,market_name,participant_id,consensus_line,consensus_over_odds,consensus_under_odds,opening_line,opening_odds,opening_book,opening_time,expert_over_picks,expert_under_picks,system_over_picks,system_under_picks,last_5_over,last_5_under,season_over,season_under,h2h_over,h2h_under,projected_value,projected_probability,projected_ev,bet_rating,line_diff,opp_rank,opp_value,timestamp,url
Josh Okogie,PHO,23663,ast,10.5,-105,-115,fd,,G,2,,,,closed,,,156,,3511,10.5,-105,-123,9.5,-137,36,2023-10-28 15:18:32,0,0,131,131,0,0,4,11,0,3,8.6,0.62557279540069,0.1695491392273769,4,-1.9,28,120.5,,
DeMar DeRozan,CHI,23658,ast,22.5,-105,-115,fd,,F,10,,,,closed,,,156,,2449,22.5,-106,-115,20.5,-115,12,2023-10-28 15:12:43,0,0,114,114,3,2,45,36,4,3,24.3,0.61027851275258,0.1914961439455134,4,1.8,27,119.0,,
Corey Kispert,WAS,23659,ast,9.5,-118,-104,fd,,F,24,,,,closed,,,156,,5335,9.5,-113,-115,9.5,-110,12,2023-10-28 18:12:18,4,4,141,141,3,0,47,23,3,1,11.3,0.60039912366187,0.10921194032447168,4,1.8,12,112.8,,
Isaiah Stewart,DET,23658,pra,7.5,-140,114,fd,,F,28,,,,closed,,,157,,5144,7.5,-131,105,8.5,102,10,2023-10-28 06:11:31,0,0,29,29,0,5,14,30,4,0,9.3,0.7100497360948,0.21722811901965722,5,1.8,16,43.3,,
Jalen Duren,DET,23658,ast,13.5,-115,-105,fd,,C,0,,,,closed,,,156,,5487,13.5,-115,-115,13.5,-118,10,2023-10-28 06:11:31,0,0,114,114,2,2,30,26,3,2,11.8,0.65984758571868,0.28827385783170845,5,-1.7,17,113.7,,
Kyle Lowry,MIA,23662,ast,10.5,-105,-115,fd,,G,7,,,,closed,,,156,,2156,10.5,-110,-115,10.5,-105,10,2023-10-28 19:12:30,0,0,60,60,0,5,16,46,2,1,12.2,0.60440384017744,0.18002654510833516,4,1.7,1,106.2,,
Bennedict Mathurin,IND,23660,ast,15.5,-115,-105,fd,,F,0,,,,closed,,,156,,5458,14.5,-115,-105,15.5,-105,12,2023-10-28 16:12:19,1,1,110,110,3,2,23,21,2,3,13.9,0.58098552176566,0.13430506630438377,4,-1.6,7,109.4,,
Kyle Anderson,MIN,23662,ast,8.5,-108,-112,fd,,F,1,,,,closed,,,156,,2942,8.5,-110,-115,8.5,-110,12,2023-10-28 19:12:48,0,0,60,60,2,3,16,47,1,1,10.1,0.60850019273654,0.17192629712222518,4,1.6,4,108.1,,
CJ McCollum,NOR,23657,ast,18.5,-112,-108,fd,,G,3,,,,closed,,,156,,2814,18.5,-115,-110,18.5,-115,12,2023-10-28 04:12:22,0,0,173,173,2,3,41,31,1,2,20.0,0.56496609739606,0.06940011292825643,3,1.5,5,108.7,,
Julius Randle,NYK,23657,ast,21.5,-108,-112,fd,,F,30,,,,closed,,,156,,2852,20.5,-125,-105,20.5,-120,12,2023-10-28 04:12:20,0,0,173,173,2,3,31,15,1,1,23.0,0.62593035545848,0.205495499401517,5,1.5,8,110.3,,
Cade Cunningham,DET,23658,ast,20.5,-122,100,fd,,G,2,,,,closed,,,156,,5315,20.5,-120,-113,21.5,-108,10,2023-10-28 06:11:30,0,0,114,114,4,1,38,21,2,1,19.0,0.60181668822006,0.20363337644011992,5,-1.5,17,113.7,,
Deni Avdija,WAS,23659,ast,10.5,-120,-102,fd,,F,8,,,,closed,,,156,,5084,9.5,-140,105,8.5,-130,12,2023-10-28 15:12:46,4,4,141,141,4,0,53,20,3,0,9.0,0.65635363805974,0.299837596941838,5,-1.5,12,112.8,,
Anthony Edwards,MIN,23662,ast,24.5,-120,-102,fd,,G,5,,,,closed,,,156,,5089,25.5,-105,-125,24.5,-120,12,2023-10-28 05:11:43,0,0,60,60,3,2,52,42,2,2,23.0,0.66029162910274,0.3076363635171909,5,-1.5,4,108.1,,
RJ Barrett,NYK,23657,pra,3.5,-144,118,fd,,F,9,,,,closed,,,157,,4470,3.5,-160,125,3.5,-160,12,2023-10-28 04:12:20,2,2,96,96,5,0,43,15,2,1,5.0,0.73497408470264,0.24537275463502894,5,1.5,7,42.3,,
Kyle Anderson,MIN,23662,pra,4.5,-128,104,fd,,F,1,,,,closed,,,157,,2942,4.5,-145,106,4.5,-155,12,2023-10-28 19:12:49,0,0,32,32,1,4,17,46,0,2,6.0,0.71494349968337,0.27349310881100286,5,1.5,12,42.9,,
Daniel Gafford,WAS,23659,ast,9.5,-120,-102,fd,,F,21,,,,closed,,,156,,4527,9.5,-120,-110,9.5,-115,12,2023-10-28 03:12:37,4,4,141,141,1,4,55,36,1,0,10.9,0.62215299739593,0.140613828559205,4,1.4,12,112.8,,
Alec Burks,DET,23658,ast,11.5,-110,-110,fd,,G,18,,,,closed,,,156,,2459,11.5,-130,-110,11.5,-108,10,2023-10-28 17:11:27,0,0,114,114,3,1,17,19,1,1,10.2,0.63377923494625,0.20994217580647723,5,-1.3,17,113.7,,
Coby White,CHI,23658,ast,13.5,-106,-114,fd,,G,0,,,,closed,,,156,,4472,13.5,-120,-113,13.5,-125,12,2023-10-28 15:12:43,0,0,114,114,2,1,63,15,3,3,12.2,0.63148551301927,0.1854201735624893,4,-1.3,27,119.0,,
Jaden Ivey,DET,23658,ast,12.5,104,-128,fd,,G,23,,,,closed,,,156,,5484,12.5,-120,-110,12.5,-137,36,2023-10-28 16:18:49,0,0,114,114,3,1,40,19,6,1,13.8,0.56643858700245,0.15553471748499803,4,1.3,17,113.7,,
Jalen Duren,DET,23658,pra,11.5,102,-124,fd,,C,0,,,,closed,,,157,,5487,10.5,-135,105,11.5,-120,10,2023-10-28 06:11:31,0,0,29,29,1,3,32,24,3,2,10.2,0.55803424976308,0.008061870539757432,2,-1.3,16,43.3,,
Bennedict Mathurin,IND,23660,pra,4.5,118,-144,fd,,F,0,,,,closed,,,157,,5458,4.5,-105,-130,4.5,100,12,2023-10-28 16:12:18,0,0,49,49,1,4,19,23,2,3,3.2,0.78061251106731,0.32270453264183085,5,-1.3,11,42.9,,
Naz Reid,MIN,23662,pra,5.5,106,-130,fd,,C,11,,,,closed,,,157,,4499,5.5,106,-135,5.5,115,12,2023-10-28 17:12:26,0,0,32,32,0,5,24,56,1,1,4.2,0.75314288874548,0.33248357239584925,5,-1.3,12,42.9,,
Walker Kessler,UTH,23663,pra,7.5,-124,102,fd,,C,24,,,,closed,,,157,,5537,7.5,-115,-115,7.5,-110,12,2023-10-28 07:11:46,1,1,33,33,1,4,21,25,1,1,8.8,0.65216559971511,0.17810559948535998,4,1.3,4,41.5,,
Herbert Jones,NOR,23657,ast,10.5,-110,-110,fd,,F,2,,,,closed,,,156,,5331,10.5,-110,-115,10.5,100,12,2023-10-28 04:12:20,0,0,173,173,3,2,39,41,2,2,9.3,0.62922993286832,0.20125714456679267,5,-1.2,5,108.7,,
DeMar DeRozan,CHI,23658,pra,3.5,-154,126,fd,,F,10,,,,closed,,,157,,2449,3.5,-154,120,3.5,-140,12,2023-10-28 15:12:44,0,0,29,29,4,1,52,29,4,3,4.7,0.69031642584388,0.1385738452230228,4,1.2,15,43.1,,
Jaren Jackson,MEM,23659,pra,8.5,-106,-114,fd,,F,13,,,,closed,,,157,,3467,8.5,-106,-125,8.5,100,24,2023-10-28 03:15:27,0,0,49,49,1,4,11,54,0,1,7.3,0.68922443493453,0.2938072725963984,5,-1.2,30,48.9,,
Isaac Okoro,CLE,23660,pra,4.5,110,-134,fd,,F,35,,,,closed,,,157,,5106,4.5,110,-135,3.5,-145,12,2023-10-28 16:12:18,0,0,49,49,0,3,17,49,1,3,3.3,0.76259037567334,0.33168767095195195,5,-1.2,14,43.0,,
Jalen Brunson,NYK,23657,ast,23.5,-120,-102,fd,,G,11,,,,closed,,,156,,3514,23.5,-115,-119,23.5,-120,12,2023-10-28 04:12:21,0,0,173,173,3,2,65,25,0,2,22.4,0.59660346409258,0.18150882104608979,4,-1.1,8,110.3,,
Dennis Schroder,TOR,23661,ast,12.5,-104,-118,fd,,G,17,,,,closed,,,156,,2780,11.5,-120,-110,12.5,-105,12,2023-10-28 05:11:41,4,4,103,103,3,2,45,26,3,3,13.6,0.56063955785268,0.09971605578794929,3,1.1,10,111.2,,
Bam Adebayo,MIA,23662,ast,19.5,-102,-120,fd,,C,13,,,,closed,,,156,,3332,18.5,-115,-115,17.5,-115,12,2023-10-28 16:12:21,0,0,60,60,5,0,47,31,2,1,20.6,0.64772984873145,0.2827591121936559,5,1.1,1,106.2,,
Drew Eubanks,PHO,23663,ast,5.5,-138,112,fd,,C,15,,,,closed,,,156,,3600,5.5,-138,110,5.5,-145,19,2023-10-28 18:16:33,0,0,131,131,2,2,19,26,4,1,6.6,0.60278892331669,0.03959249093747985,3,1.1,28,120.5,,
Jalen Brunson,NYK,23657,pra,2.5,-140,114,fd,,G,11,,,,closed,,,157,,3514,2.5,-137,100,2.5,-145,12,2023-10-28 04:12:20,2,2,96,96,2,3,65,25,1,1,3.6,0.697253155284,0.195291123344,4,1.1,7,42.3,,
Zach LaVine,CHI,23658,pra,3.5,118,-144,fd,,G,8,,,,closed,,,157,,2912,3.5,125,-165,3.5,115,12,2023-10-28 15:12:45,0,0,29,29,4,1,18,6,2,3,2.4,0.77872291103632,0.31950271036709765,5,-1.1,15,43.1,,
John Collins,UTH,23663,pra,7.5,112,-138,fd,,F,20,,,,closed,,,157,,3330,7.5,110,-138,7.5,100,12,2023-10-28 07:11:46,1,1,33,33,2,3,38,24,4,2,6.4,0.54232886510054,-0.0646792036671846,2,-1.1,4,41.5,,
Zach LaVine,CHI,23658,3pm,2.5,142,-184,fd,,G,8,,,,closed,,,162,,2912,2.5,140,-184,2.5,145,12,2023-10-28 15:12:44,0,0,50,50,2,2,9,14,3,2,1.4,0.83349773812263,0.28648563927623316,5,-1.1,7,12.1,,
Mike Conley,MIN,23662,pts,4.5,-114,-106,fd,,G,10,,,,closed,,,151,,2218,4.5,-114,-110,4.5,-105,12,2023-10-28 05:11:43,1,1,49,49,2,3,59,29,3,0,5.5,0.64248199757208,0.20606269719671155,5,1.0,13,26.3,,
RJ Barrett,NYK,23657,ast,20.5,100,-122,fd,,F,9,,,,closed,,,156,,4470,20.5,-105,-125,19.5,-125,12,2023-10-28 04:12:20,0,0,173,173,5,0,31,27,1,2,19.5,0.59721705028703,0.08673922265344802,3,-1.0,8,110.3,,
Collin Sexton,UTH,23663,ast,10.5,-108,-112,fd,,G,2,,,,closed,,,156,,3478,10.5,-111,-115,10.5,-110,12,2023-10-28 17:12:21,0,0,131,131,5,0,59,10,5,1,11.5,0.56996930225089,0.09771865618689934,3,1.0,16,113.4,,
Myles Turner,IND,23660,ast,14.5,100,-122,fd,,C,33,,,,closed,,,156,,3020,13.5,-113,-121,14.5,-105,12,2023-10-28 16:12:19,1,1,110,110,3,2,61,33,5,1,13.6,0.52843406569597,0.05686813139193991,3,-0.9,7,109.4,,
P.J. Tucker,PHI,23661,ast,3.5,-128,100,fd,,F,17,,,,closed,,,156,,2832,3.5,-120,-110,3.5,-123,13,2023-10-28 05:12:00,4,4,103,103,2,2,3,7,4,1,4.4,0.53841646064099,-0.04094567948323652,2,0.9,25,118.8,,
Kris Dunn,UTH,23663,ast,6.5,-114,-106,fd,,G,8,,,,closed,,,156,,3169,6.5,-114,-106,6.5,-120,12,2023-10-28 20:12:58,0,0,131,131,1,3,13,22,1,1,7.4,0.5462041295519,0.025330558983391205,3,0.9,16,113.4,,
Daniel Gafford,WAS,23659,pra,5.5,-138,112,fd,,F,21,,,,closed,,,157,,4527,5.5,-138,110,5.5,-125,12,2023-10-28 03:12:36,0,0,49,49,1,4,56,35,1,1,6.4,0.6162563382042,0.06281890212028696,3,0.9,29,45.6,,
Deni Avdija,WAS,23659,pra,6.5,100,-122,fd,,F,8,,,,closed,,,157,,5084,6.5,-110,-115,6.5,110,12,2023-10-28 15:12:48,0,0,49,49,3,1,35,37,0,3,5.6,0.67025779797431,0.21964943565817063,5,-0.9,29,45.6,,
Myles Turner,IND,23660,pra,7.5,-110,-110,fd,,C,33,,,,closed,,,157,,3020,7.5,-120,-110,7.5,-110,12,2023-10-28 16:12:20,0,0,49,49,2,3,38,56,5,2,6.6,0.65808200540121,0.2563383739477645,5,-0.9,11,42.9,,
Pascal Siakam,TOR,23661,pra,7.5,112,-140,fd,,F,43,,,,closed,,,157,,3219,6.5,-135,102,6.5,-140,12,2023-10-28 05:11:40,0,0,51,51,2,3,52,45,4,4,6.6,0.526523622518,0.11623007973816002,4,-0.9,23,44.6,,
Scottie Barnes,TOR,23661,pra,6.5,-104,-118,fd,,F,4,,,,closed,,,157,,5318,6.5,100,-130,6.5,100,12,2023-10-28 05:11:40,0,0,51,51,3,2,40,20,5,2,5.6,0.67025779797431,0.23827288100338617,5,-0.9,23,44.6,,
Rudy Gobert,MIN,23662,pra,11.5,-120,-102,fd,,C,27,,,,closed,,,157,,2809,11.5,-115,-110,11.5,105,12,2023-10-28 05:11:44,0,0,32,32,0,5,55,34,2,2,10.6,0.6269003373315,0.24150851118591166,5,-0.9,12,42.9,,
Corey Kispert,WAS,23659,3pm,1.5,-148,116,fd,,F,24,,,,closed,,,162,,5335,1.5,-150,115,1.5,-150,12,2023-10-28 18:12:17,0,0,49,49,2,1,44,26,3,1,2.4,0.691558958816,0.15882852558356764,4,0.9,23,13.4,,
CJ McCollum,NOR,23657,pts,4.5,-130,106,fd,,G,3,,,,closed,,,151,,2814,4.5,-140,106,4.5,-105,12,2023-10-28 04:12:22,0,0,107,107,2,3,35,36,1,2,5.3,0.61048178060827,0.08008315030693919,3,0.8,9,25.7,,
Kyle Kuzma,WAS,23659,pts,2.5,-132,108,fd,,F,33,,,,closed,,,151,,3358,2.5,-125,-109,2.5,-105,12,2023-10-28 03:12:35,0,0,71,71,5,0,52,17,2,2,3.3,0.64057353367492,0.12585651373167756,4,0.8,17,26.6,,
Deni Avdija,WAS,23659,pts,3.5,-104,-118,fd,,F,8,,,,closed,,,151,,5084,3.5,-120,-110,3.5,100,12,2023-10-28 15:12:47,0,0,71,71,3,1,38,34,1,2,2.7,0.71409217561621,0.3192550363079133,5,-0.8,17,26.6,,
Tyrese Maxey,PHI,23661,pts,5.5,-110,-110,fd,,G,0,,,,closed,,,151,,5146,5.5,-105,-120,5.5,105,12,2023-10-28 05:11:41,1,1,54,54,4,1,41,35,4,2,4.7,0.66843848529774,0.2761098355684126,5,-0.8,27,28.6,,
Cade Cunningham,DET,23658,pra,4.5,106,-130,fd,,G,2,,,,closed,,,157,,5315,4.5,105,-133,4.5,-115,10,2023-10-28 06:11:30,0,0,29,29,3,2,28,32,1,2,5.3,0.61048178060827,0.25759246805303615,5,0.8,16,43.3,,
Max Strus,CLE,23660,pra,4.5,-118,-104,fd,,G,1,,,,closed,,,157,,4769,4.5,-125,100,4.5,-113,10,2023-10-28 16:11:48,0,0,49,49,4,1,40,40,4,1,3.7,0.68721936537199,0.34800721669121126,5,-0.8,14,43.0,,
Bam Adebayo,MIA,23662,stl,0.5,-205,158,fd,,C,13,,,,closed,,,160,,3332,0.5,-170,140,0.5,-189,13,2023-10-28 16:12:40,0,0,14,14,1,4,46,31,0,2,1.3,0.72746820696599,0.08233074694939979,3,0.8,18,7.4,,
Alec Burks,DET,23658,3pm,2.5,126,-162,fd,,G,18,,,,closed,,,162,,2459,2.5,135,-175,2.5,126,10,2023-10-28 17:11:27,0,0,50,50,1,3,15,21,1,1,1.7,0.75722320719859,0.22464494003722585,5,-0.8,29,14.5,,
Tyrese Maxey,PHI,23661,3pm,3.5,112,-142,fd,,G,0,,,,closed,,,162,,5146,3.5,104,-130,3.5,-105,12,2023-10-28 05:11:41,0,0,19,19,2,3,26,50,4,2,2.7,0.71409217561621,0.21697398943044233,5,-0.8,26,13.7,,
Marcus Smart,MEM,23659,pts,6.5,114,-140,fd,,G,36,,,,closed,,,151,,2901,6.5,105,-135,6.5,120,12,2023-10-28 03:12:36,0,0,71,71,0,4,3,13,1,3,5.8,0.63839114654962,0.09438482265649151,3,-0.7,29,28.9,,
Desmond Bane,MEM,23659,pts,4.5,-128,104,fd,,G,22,,,,closed,,,151,,5269,4.5,-135,104,4.5,-140,12,2023-10-28 03:12:36,0,0,71,71,1,3,23,17,1,1,3.8,0.66784360053085,0.3624009450829341,5,-0.7,29,28.9,,
Donte DiVincenzo,NYK,23657,ast,5.5,-124,102,fd,,G,0,,,,closed,,,156,,3498,6.5,105,-135,6.5,112,10,2023-10-28 17:11:35,0,0,173,173,5,0,71,17,2,3,6.2,0.56937954750077,0.15014668595155545,4,0.7,8,110.3,,
John Collins,UTH,23663,ast,12.5,-108,-112,fd,,F,20,,,,closed,,,156,,3330,12.5,-115,-112,12.5,-125,12,2023-10-28 07:11:47,0,0,131,131,5,0,44,19,4,2,13.2,0.51738679487585,-0.0035513580168813896,2,0.7,16,113.4,,
CJ McCollum,NOR,23657,pra,3.5,-124,102,fd,,G,3,,,,closed,,,157,,2814,3.5,-129,100,3.5,-120,12,2023-10-28 04:12:20,2,2,96,96,3,2,46,25,1,2,4.2,0.60459663039764,0.09217455813767222,3,0.7,2,40.5,,
Tyus Jones,WAS,23659,3pm,1.5,-148,116,fd,,G,21,,,,closed,,,162,,3028,1.5,-155,120,1.5,-155,12,2023-10-28 03:12:36,0,0,49,49,2,3,27,38,1,1,2.2,0.64542989324053,0.08153117245710434,3,0.7,23,13.4,,
Nikola Vucevic,CHI,23658,pts,2.5,-105,-115,fd,,C,9,,,,closed,,,151,,2373,2.5,105,-135,2.5,110,12,2023-10-28 15:12:44,1,1,48,48,2,2,52,25,3,4,3.1,0.59883685268537,0.1691576647666747,4,0.6,21,27.0,,
Anthony Edwards,MIN,23662,pts,3.5,-134,110,fd,,G,5,,,,closed,,,151,,5089,3.5,-140,110,3.5,-130,12,2023-10-28 05:11:43,1,1,49,49,5,0,73,20,4,0,4.1,0.58581845847175,0.02299641255514545,3,0.6,13,26.3,,
Jaren Jackson,MEM,23659,ast,19.5,-106,-114,fd,,F,13,,,,closed,,,156,,3467,18.5,-125,-105,19.5,-110,24,2023-10-28 03:15:26,4,4,141,141,2,3,45,20,0,1,20.1,0.5757053426083,0.1188235903519792,4,0.6,30,123.0,,
Jordan Poole,WAS,23659,pra,3.5,100,-122,fd,,G,13,,,,closed,,,157,,4514,3.5,104,-135,3.5,105,12,2023-10-28 03:12:36,0,0,49,49,3,2,29,46,2,4,2.9,0.6696234175498,0.21849507127914436,5,-0.6,29,45.6,,
Desmond Bane,MEM,23659,pra,5.5,118,-144,fd,,G,22,,,,closed,,,157,,5269,5.5,100,-135,5.5,115,12,2023-10-28 03:12:35,0,0,49,49,0,4,12,28,0,2,4.9,0.63350148549101,0.07343307263754478,3,-0.6,30,48.9,,
Bruce Brown,IND,23660,pra,4.5,-108,-112,fd,,G,11,,,,closed,,,157,,3552,4.5,-130,100,4.5,-120,12,2023-10-28 16:12:20,0,0,49,49,1,1,23,37,1,2,3.9,0.64836537620995,0.22726303354026267,5,-0.6,11,42.9,,
Grayson Allen,PHO,23663,pra,2.5,-142,116,fd,,G,8,,,,closed,,,157,,3520,2.5,-154,116,2.5,-142,10,2023-10-28 16:11:57,1,1,33,33,5,0,56,16,4,1,3.1,0.59883685268537,0.02055294612577141,3,0.6,6,42.2,,
Talen Horton-Tucker,UTH,23663,pra,3.5,118,-144,fd,,G,22,,,,closed,,,157,,4542,3.5,105,-137,3.5,112,10,2023-10-28 16:11:54,1,1,33,33,0,1,6,16,2,3,2.9,0.6696234175498,0.13463967973716118,4,-0.6,4,41.5,,
Cade Cunningham,DET,23658,stl,0.5,-174,136,fd,,G,2,,,,closed,,,160,,5315,0.5,-160,120,0.5,-166,13,2023-10-28 06:12:04,0,0,19,19,5,0,38,22,0,3,1.1,0.66712891630192,0.05053633946394287,3,0.6,7,6.7,,
Desmond Bane,MEM,23659,stl,0.5,-230,176,fd,,G,22,,,,closed,,,160,,5269,0.5,-210,165,0.5,-185,24,2023-10-28 03:15:27,0,0,21,21,3,1,28,12,2,0,1.1,0.66712891630192,-0.04281503313202789,2,0.6,22,8.0,,
Josh Okogie,PHO,23663,stl,0.5,-156,122,fd,,G,2,,,,closed,,,160,,3511,0.5,-180,136,0.5,-174,13,2023-10-28 16:12:32,0,0,21,21,0,0,7,7,1,2,1.1,0.66712891630192,0.09477565752109945,3,0.6,27,8.6,,
Coby White,CHI,23658,3pm,2.5,144,-186,fd,,G,0,,,,closed,,,162,,4472,2.5,144,-186,2.5,125,12,2023-10-28 15:12:45,0,0,50,50,2,1,36,42,3,3,1.9,0.7037203534425,0.08206462948685472,3,-0.6,7,12.1,,
Marcus Smart,MEM,23659,3pm,2.5,142,-184,fd,,G,36,,,,closed,,,162,,2901,2.5,130,-170,2.5,130,12,2023-10-28 03:12:35,0,0,49,49,2,2,6,10,1,3,1.9,0.7037203534425,0.08617706726994556,3,-0.6,9,12.4,,
Karl-Anthony Towns,MIN,23662,3pm,2.5,126,-162,fd,,C,32,,,,closed,,,162,,3012,2.5,115,-155,2.5,125,12,2023-10-28 05:11:44,0,0,16,16,1,4,21,53,0,3,1.9,0.7037203534425,0.13811563334527766,4,-0.6,19,13.1,,
DeMar DeRozan,CHI,23658,pts,4.5,-144,118,fd,,F,10,,,,closed,,,151,,2449,4.5,-144,116,4.5,-125,12,2023-10-28 15:12:44,1,1,48,48,4,1,50,31,4,3,5.0,0.55950671493479,-0.05194695524938364,2,0.5,21,27.0,,
