player,team,game_id,prop_type,line,over_odds,under_odds,sportsbook,player_id,player_position,player_jersey,opponent,game_date,game_time,event_status,home_team,away_team,market_id,market_name,participant_id,consensus_line,consensus_over_odds,consensus_under_odds,opening_line,opening_odds,opening_book,opening_time,expert_over_picks,expert_under_picks,system_over_picks,system_under_picks,last_5_over,last_5_under,season_over,season_under,h2h_over,h2h_under,projected_value,projected_probability,projected_ev,bet_rating,line_diff,opp_rank,opp_value,timestamp,url
Mikal Bridges,BKN,23638,ast,26.5,102,-124,fd,,F,25,,,,closed,,,156,,3474,26.5,102,-130,26.5,-110,12,2023-10-23 22:12:11,1,1,96,96,0,5,12,69,1,7,22.2,0.73607704310208,0.3296875617327897,5,-4.3,7,109.4,,
Ayo Dosunmu,CHI,23640,ast,4.5,-130,106,fd,,G,11,,,,closed,,,156,,5189,5.5,105,-135,4.5,-135,12,2023-10-25 20:13:21,1,1,161,161,5,0,41,3,2,1,8.3,0.73371702938556,0.2981147442975294,5,3.8,9,110.7,,
Bruce Brown,IND,23633,ast,12.5,100,-122,fd,,G,11,,,,closed,,,156,,3552,12.5,-115,-115,12.5,-120,12,2023-10-22 21:12:31,2,2,92,92,0,2,15,45,4,3,9.6,0.7490673267255,0.363056938795582,5,-2.9,30,123.0,,
Amen Thompson,HOU,23635,ast,7.5,-120,-102,fd,,G,1,,,,closed,,,156,,5980,7.5,-110,-120,6.5,-125,24,2023-10-25 20:22:34,0,0,140,140,4,1,30,17,2,0,10.1,0.69518364209983,0.27450334384968833,5,2.6,2,107.4,,
Dereck Lively,DAL,23642,ast,5.5,-138,112,fd,,C,2,,,,closed,,,156,,5976,6.5,-115,-115,6.5,-121,13,2023-10-25 22:13:56,1,1,120,120,2,3,42,28,3,0,8.1,0.66298006237186,0.1434003974239325,4,2.6,24,118.6,,
Desmond Bane,MEM,23639,ast,24.5,-114,-106,fd,,G,22,,,,closed,,,156,,5269,25.5,-110,-115,25.5,-110,12,2023-10-22 19:11:52,0,0,88,88,1,3,18,22,2,2,22.0,0.70727733870389,0.3745201110660503,5,-2.5,8,110.3,,
Anfernee Simons,POR,23643,ast,21.5,-118,-104,fd,,G,1,,,,closed,,,156,,3536,21.5,-119,-115,23.5,-120,12,2023-10-22 21:12:37,0,0,169,169,3,2,22,21,1,3,19.0,0.66711048975393,0.3085628837480934,5,-2.5,11,112.0,,
Shaedon Sharpe,POR,23643,ast,11.5,-122,100,fd,,G,17,,,,closed,,,156,,5527,12.5,-120,-110,12.5,-120,19,2023-10-25 20:21:59,0,0,169,169,1,2,17,9,2,0,14.0,0.5870223508762,0.0681882122501345,3,2.5,11,112.0,,
Keegan Murray,SAC,23641,ast,13.5,-104,-118,fd,,F,13,,,,closed,,,156,,5502,12.5,-130,100,14.5,-122,10,2023-10-23 03:12:13,4,4,147,147,3,2,46,31,6,1,15.9,0.62513970670653,0.22623557853973186,5,2.4,28,120.5,,
Naz Reid,MIN,23636,ast,10.5,-112,-108,fd,,C,11,,,,closed,,,156,,4499,10.5,-108,-115,10.5,-105,12,2023-10-24 22:13:42,0,0,114,114,3,2,44,36,1,1,8.2,0.71892651619056,0.38459921636700445,5,-2.3,25,118.8,,
