game_id,team_id,team,team_city,team_name,record,points,points_q1,points_q2,points_q3,points_q4,points_ot1,points_ot2,points_ot3,points_ot4
0022300302,1610612762,UTA,Utah,Jazz,7-16,120,20,32,23,45,0,0,0,0
0022300302,1610612760,OKC,Oklahoma City,Thunder,15-7,134,34,32,45,23,0,0,0,0
