game_id,team_id,team,team_city,team_name,record,points,points_q1,points_q2,points_q3,points_q4,points_ot1,points_ot2,points_ot3,points_ot4
0022300303,1610612751,BKN,Brooklyn,Nets,12-10,118,18,30,37,33,0,0,0,0
0022300303,1610612758,SAC,Sacramento,Kings,13-8,131,26,28,44,33,0,0,0,0
