game_id,team_id,team,team_city,team_name,record,points,points_q1,points_q2,points_q3,points_q4,points_ot1,points_ot2,points_ot3,points_ot4
0022300321,1610612750,MIN,Minnesota,Timberwolves,18-5,119,26,33,28,32,0,0,0,0
0022300321,1610612742,DAL,Dallas,Mavericks,15-9,101,30,30,22,19,0,0,0,0
