game_id,team_id,team,team_city,team_name,record,points,points_q1,points_q2,points_q3,points_q4,points_ot1,points_ot2,points_ot3,points_ot4
22300297,1610612752,NYK,New York,Knicks,13-9,136,35,31,32,38,0,0,0,0
22300297,1610612761,TOR,Toronto,Raptors,9-14,130,35,25,37,33,0,0,0,0
