game_id,team_id,team,team_city,team_name,record,points,points_q1,points_q2,points_q3,points_q4,points_ot1,points_ot2,points_ot3,points_ot4
0022300353,1610612748,MIA,Miami,Heat,15-12,108,33,33,17,25,0,0,0,0
0022300353,1610612750,MIN,Minnesota,Timberwolves,20-5,112,22,32,23,35,0,0,0,0
