game_id,game_status,game_status_text,game_code,home_team_id,visitor_team_id,season,game_date,period,game_clock,broadcaster
22300274,3,Final,20231201/WASORL,1610612753,1610612764,2023,2023-12-01T00:00:00,4,     ,
