game_id,game_status,game_status_text,game_code,home_team_id,visitor_team_id,season,game_date,period,game_clock,broadcaster
0022300301,3,Final,20231211/MINNOP,1610612740,1610612750,2023,2023-12-11T00:00:00,4,     ,
