game_id,team_id,team,team_city,team_name,record,points,points_q1,points_q2,points_q3,points_q4,points_ot1,points_ot2,points_ot3,points_ot4
22300288,1610612756,PHX,Phoenix,Suns,12-8,116,27,23,34,32,0,0,0,0
22300288,1610612763,MEM,Memphis,Grizzlies,5-14,109,27,24,21,37,0,0,0,0
