GAME_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_CITY,PLAYER_ID,PLAYER_NAME,NICKNAME,START_POSITION,COMMENT,MIN,E_OFF_RATING,OFF_RATING,E_DEF_RATING,DEF_RATING,E_NET_RATING,NET_RATING,AST_PCT,AST_TOV,AST_RATIO,OREB_PCT,DREB_PCT,REB_PCT,TM_TOV_PCT,EFG_PCT,TS_PCT,USG_PCT,E_USG_PCT,E_PACE,PACE,PACE_PER40,POSS,PIE
0022400255,1610612755,PHI,Philadelphia,202331,Paul George,Paul,F,,17.000000:27,79.8,75.7,102.7,102.7,-22.9,-27.0,0.2,2.0,22.2,0.04,0.158,0.091,11.1,0.167,0.167,0.159,0.166,99.14,101.78,84.81,37,0.025
0022400255,1610612755,PHI,Philadelphia,1628997,Caleb Martin,Caleb,F,,32.000000:26,93.8,89.6,102.7,107.5,-8.9,-17.9,0.182,2.0,44.4,0.025,0.061,0.041,22.2,0.333,0.333,0.063,0.065,99.2,99.17,82.64,67,0.052
0022400255,1610612755,PHI,Philadelphia,203954,Joel Embiid,Joel,C,,35.000000:04,114.2,111.0,97.2,101.4,17.0,9.6,0.118,0.67,6.1,0.057,0.231,0.149,9.1,0.5,0.644,0.378,0.388,100.66,99.92,83.27,73,0.224
0022400255,1610612755,PHI,Philadelphia,1642272,Jared McCain,Jared,G,,40.000000:34,116.9,116.5,106.6,108.0,10.3,8.4,0.172,1.67,21.7,0.026,0.024,0.025,13.0,0.577,0.658,0.191,0.192,102.26,101.76,84.8,85,0.087
0022400255,1610612755,PHI,Philadelphia,1630178,Tyrese Maxey,Tyrese,G,,19.000000:38,83.1,80.0,99.5,100.0,-16.4,-20.0,0.25,2.0,11.8,0.0,0.143,0.073,5.9,0.231,0.288,0.341,0.353,96.22,97.78,81.49,40,0.032
0022400255,1610612755,PHI,Philadelphia,202704,Reggie Jackson,Reggie,,,16.000000:46,126.3,115.8,126.6,118.9,-0.3,-3.1,0.083,1.0,16.7,0.0,0.1,0.037,16.7,0.625,0.625,0.119,0.129,99.63,107.36,89.46,38,0.048
0022400255,1610612755,PHI,Philadelphia,1626162,Kelly Oubre Jr.,Kelly,,,22.000000:45,143.2,136.0,141.3,135.3,1.9,0.7,0.05,0.0,16.7,0.063,0.308,0.172,0.0,0.7,0.7,0.093,0.097,101.61,106.55,88.79,50,0.089
0022400255,1610612755,PHI,Philadelphia,203083,Andre Drummond,Andre,,,12.000000:56,112.6,107.1,160.0,159.3,-47.4,-52.1,0.0,0.0,0.0,0.286,0.4,0.316,16.7,0.556,0.533,0.364,0.379,99.32,102.06,85.05,28,0.132
0022400255,1610612755,PHI,Philadelphia,1627824,Guerschon Yabusele,Guerschon,,,19.000000:16,137.6,131.0,135.9,147.5,1.7,-16.5,0.154,2.0,18.2,0.231,0.053,0.125,9.1,1.063,1.063,0.196,0.205,103.81,102.12,85.1,42,0.141
0022400255,1610612755,PHI,Philadelphia,201569,Eric Gordon,Eric,,,4.000000:30,95.8,100.0,50.0,55.6,45.8,44.4,0.0,0.0,0.0,0.0,0.143,0.063,0.0,0.0,0.0,0.071,0.069,109.01,101.33,84.44,10,0.0
