GAME_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_CITY,PLAYER_ID,PLAYER_NAME,NICKNAME,START_POSITION,COMMENT,MIN,E_OFF_RATING,OFF_RATING,E_DEF_RATING,DEF_RATING,E_NET_RATING,NET_RATING,AST_PCT,AST_TOV,AST_RATIO,OREB_PCT,DREB_PCT,REB_PCT,TM_TOV_PCT,EFG_PCT,TS_PCT,USG_PCT,E_USG_PCT,E_PACE,PACE,PACE_PER40,POSS,PIE
0022400278,1610612761,TOR,Toronto,1630534,Ochai Agbaji,Ochai,F,,23.000000:34,77.7,78.7,126.2,131.3,-48.5,-52.5,0.067,1.0,16.7,0.0,0.056,0.019,16.7,0.0,0.0,0.085,0.087,99.33,96.72,80.6,47,-0.063
0022400278,1610612761,TOR,Toronto,1629628,RJ Barrett,RJ,F,,33.000000:53,92.0,94.2,109.6,112.5,-17.6,-18.3,0.1,0.67,8.0,0.0,0.088,0.038,12.0,0.395,0.428,0.277,0.278,102.37,99.87,83.23,69,0.035
0022400278,1610612761,TOR,Toronto,1627751,Jakob Poeltl,Jakob,C,,27.000000:42,90.7,96.5,113.7,117.2,-23.0,-20.8,0.111,1.0,13.3,0.1,0.259,0.164,13.3,0.364,0.364,0.183,0.181,104.37,99.66,83.05,57,0.071
0022400278,1610612761,TOR,Toronto,1630567,Scottie Barnes,Scottie,G,,36.000000:32,103.9,108.5,105.0,109.7,-1.1,-1.3,0.35,7.0,19.4,0.14,0.2,0.165,2.8,0.519,0.55,0.315,0.315,98.09,93.94,78.28,71,0.27
0022400278,1610612761,TOR,Toronto,1630558,Davion Mitchell,Davion,G,,30.000000:47,96.0,100.0,114.4,119.7,-18.5,-19.7,0.13,0.0,30.0,0.022,0.0,0.013,0.0,0.214,0.214,0.091,0.091,98.48,94.34,78.61,60,-0.014
0022400278,1610612761,TOR,Toronto,1628981,Bruno Fernando,Bruno,,,14.000000:26,144.7,138.5,90.1,88.5,54.6,50.0,0.417,0.0,38.5,0.2,0.083,0.148,0.0,0.571,0.571,0.242,0.251,83.81,86.47,72.06,26,0.162
0022400278,1610612761,TOR,Toronto,1628449,Chris Boucher,Chris,,,21.000000:52,126.9,127.5,98.2,102.6,28.6,24.9,0.0,0.0,0.0,0.133,0.158,0.143,0.0,0.5,0.53,0.158,0.16,88.81,86.71,72.26,40,0.169
0022400278,1610612761,TOR,Toronto,1642419,Jamison Battle,Jamison,,,21.000000:37,129.3,131.7,82.1,82.9,47.2,48.8,0.056,0.0,10.0,0.036,0.13,0.078,0.0,0.5,0.5,0.167,0.167,92.36,91.07,75.89,41,0.114
0022400278,1610612761,TOR,Toronto,1642347,Jamal Shead,Jamal,,,17.000000:13,121.7,121.2,85.7,85.3,36.0,35.9,0.286,0.0,30.8,0.053,0.071,0.061,0.0,0.444,0.444,0.214,0.215,93.01,93.4,77.83,33,0.09
0022400278,1610612761,TOR,Toronto,1642367,Jonathan Mogbo,Jonathan,,,12.000000:24,114.9,113.6,83.1,87.0,31.8,26.7,0.143,0.5,16.7,0.143,0.083,0.115,33.3,0.833,0.833,0.179,0.18,88.69,87.06,72.55,22,0.073
0022400278,1610612761,TOR,Toronto,1641711,Gradey Dick,Gradey,,DND - Injury/Illness,,,0.0,,0.0,,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,,,,0,
0022400278,1610612761,TOR,Toronto,202066,Garrett Temple,Garrett,,DNP - Coach's Decision,,,0.0,,0.0,,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,,,,0,
0022400278,1610612765,DET,Detroit,202699,Tobias Harris,Tobias,F,,37.000000:29,113.6,115.8,99.2,104.0,14.5,11.8,0.074,0.0,13.3,0.0,0.055,0.034,0.0,0.35,0.475,0.153,0.16,99.94,96.68,80.57,76,0.07
