game_id,team_id,team,team_city,team_name,record,points,points_q1,points_q2,points_q3,points_q4,points_ot1,points_ot2,points_ot3,points_ot4
22300141,1610612759,SAS,San Antonio,Spurs,3-3,116,26,28,32,24,6,0,0,0
22300141,1610612761,TOR,Toronto,Raptors,3-4,123,22,13,36,39,13,0,0,0
