game_id,team_id,team,team_city,team_name,record,points,points_q1,points_q2,points_q3,points_q4,points_ot1,points_ot2,points_ot3,points_ot4
22300121,1610612740,NOP,New Orleans,Pelicans,3-1,110,14,29,35,32,0,0,0,0
22300121,1610612760,OKC,Oklahoma City,Thunder,3-2,106,33,18,26,29,0,0,0,0
