game_id,team_id,team,team_city,team_name,record,points,points_q1,points_q2,points_q3,points_q4,points_ot1,points_ot2,points_ot3,points_ot4
22300130,1610612762,UTA,Utah,Jazz,2-4,113,34,24,28,27,0,0,0,0
22300130,1610612753,ORL,Orlando,Magic,3-2,115,30,36,24,25,0,0,0,0
