game_id,team_id,team,team_city,team_name,record,points,points_q1,points_q2,points_q3,points_q4,points_ot1,points_ot2,points_ot3,points_ot4
22300197,1610612756,PHX,Phoenix,Suns,5-6,133,35,41,34,23,0,0,0,0
22300197,1610612750,MIN,Minnesota,Timberwolves,8-3,115,29,25,28,33,0,0,0,0
