game_id,team_id,team,team_city,team_name,record,points,points_q1,points_q2,points_q3,points_q4,points_ot1,points_ot2,points_ot3,points_ot4
22300176,1610612744,GSW,Golden State,Warriors,6-4,110,31,21,31,27,0,0,0,0
22300176,1610612739,CLE,Cleveland,Cavaliers,4-5,118,30,38,16,34,0,0,0,0
