game_id,game_status,game_status_text,game_code,home_team_id,visitor_team_id,season,game_date,period,game_clock,broadcaster
22300014,3,Final,20231110/LACDAL,1610612742,1610612746,2023,2023-11-10T00:00:00,4,     ,
