game_id,game_status,game_status_text,game_code,home_team_id,visitor_team_id,season,game_date,period,game_clock,broadcaster
22300040,3,Final,20231121/CLEPHI,1610612755,1610612739,2023,2023-11-21T00:00:00,5,     ,TNT
