game_id,team_id,team,team_city,team_name,record,points,points_q1,points_q2,points_q3,points_q4,points_ot1,points_ot2,points_ot3,points_ot4
22300050,1610612750,MIN,Minnesota,Timberwolves,11-4,111,31,33,15,32,0,0,0,0
22300050,1610612758,SAC,Sacramento,Kings,9-6,124,38,32,22,32,0,0,0,0
