game_id,team_id,team,team_city,team_name,record,points,points_q1,points_q2,points_q3,points_q4,points_ot1,points_ot2,points_ot3,points_ot4
22300034,1610612740,NOP,New Orleans,Pelicans,6-6,115,36,33,26,20,0,0,0,0
22300034,1610612743,DEN,Denver,Nuggets,9-3,110,28,25,33,24,0,0,0,0
