game_id,team_id,team,team_city,team_name,record,points,points_q1,points_q2,points_q3,points_q4,points_ot1,points_ot2,points_ot3,points_ot4
22300221,1610612752,NYK,New York,Knicks,8-6,100,28,28,19,25,0,0,0,0
22300221,1610612750,MIN,Minnesota,Timberwolves,10-3,117,31,27,35,24,0,0,0,0
