game_id,team_id,team,team_city,team_name,record,points,points_q1,points_q2,points_q3,points_q4,points_ot1,points_ot2,points_ot3,points_ot4
22300174,1610612761,TOR,Toronto,Raptors,4-5,94,26,20,25,23,0,0,0,0
22300174,1610612738,BOS,Boston,Celtics,7-2,117,30,25,33,29,0,0,0,0
