game_id,game_status,game_status_text,game_code,home_team_id,visitor_team_id,season,game_date,period,game_clock,broadcaster
22300217,3,Final,20231120/BOSCHA,1610612766,1610612738,2023,2023-11-20T00:00:00,5,     ,
