game_id,team_id,team,team_city,team_name,record,points,points_q1,points_q2,points_q3,points_q4,points_ot1,points_ot2,points_ot3,points_ot4
22300049,1610612749,MIL,Milwaukee,Bucks,11-5,131,34,26,32,39,0,0,0,0
22300049,1610612764,WAS,Washington,Wizards,2-13,128,35,26,28,39,0,0,0,0
