game_id,team_id,team,team_city,team_name,record,points,points_q1,points_q2,points_q3,points_q4,points_ot1,points_ot2,points_ot3,points_ot4
22300153,1610612745,HOU,Houston,Rockets,3-3,122,32,35,30,25,0,0,0,0
22300153,1610612758,SAC,Sacramento,Kings,2-4,97,22,20,18,37,0,0,0,0
