game_id,team_id,team,team_city,team_name,record,points,points_q1,points_q2,points_q3,points_q4,points_ot1,points_ot2,points_ot3,points_ot4
22300196,1610612741,CHI,Chicago,Bulls,4-8,94,21,12,31,30,0,0,0,0
22300196,1610612753,ORL,Orlando,Magic,6-5,96,21,29,23,23,0,0,0,0
