game_id,team_id,team,team_city,team_name,record,points,points_q1,points_q2,points_q3,points_q4,points_ot1,points_ot2,points_ot3,points_ot4
22300022,1610612740,NOP,New Orleans,Pelicans,5-6,131,33,37,44,17,0,0,0,0
22300022,1610612742,DAL,Dallas,Mavericks,8-3,110,26,28,31,25,0,0,0,0
