game_id,team_id,team,team_city,team_name,record,points,points_q1,points_q2,points_q3,points_q4,points_ot1,points_ot2,points_ot3,points_ot4
22300199,1610612757,POR,Portland,Trail Blazers,3-8,95,25,22,28,20,0,0,0,0
22300199,1610612739,CLE,Cleveland,Cavaliers,5-6,109,30,25,28,26,0,0,0,0
