game_id,team_id,team,team_city,team_name,record,points,points_q1,points_q2,points_q3,points_q4,points_ot1,points_ot2,points_ot3,points_ot4
22300152,1610612762,UTA,Utah,Jazz,2-6,113,32,20,26,35,0,0,0,0
22300152,1610612741,CHI,Chicago,Bulls,3-5,130,37,29,32,32,0,0,0,0
