GAME_DATE_EST,GAME_SEQUENCE,GAME_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_CITY_NAME,TEAM_NICKNAME,TEAM_WINS_LOSSES,PTS_QTR1,PTS_QTR2,PTS_QTR3,PTS_QTR4,PTS_OT1,PTS_OT2,PTS_OT3,PTS_OT4,PTS_OT5,PTS_OT6,PTS_OT7,PTS_OT8,PTS_OT9,PTS_OT10,PTS
2024-12-07T00:00:00,4,0022400343,1610612752,NYK,New York,Knicks,14-9,23,35,27,26,0,0,0,0,0,0,0,0,0,0,111
2024-12-07T00:00:00,4,0022400343,1610612765,DET,Detroit,Pistons,10-15,39,30,20,31,0,0,0,0,0,0,0,0,0,0,120
