GAME_DATE_EST,GAME_SEQUENCE,GAME_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_CITY_NAME,TEAM_NICKNAME,TEAM_WINS_LOSSES,PTS_QTR1,PTS_QTR2,PTS_QTR3,PTS_QTR4,PTS_OT1,PTS_OT2,PTS_OT3,PTS_OT4,PTS_OT5,PTS_OT6,PTS_OT7,PTS_OT8,PTS_OT9,PTS_OT10,PTS
2024-12-06T00:00:00,4,0022400336,1610612741,CHI,Chicago,Bulls,10-14,35,19,39,30,0,0,0,0,0,0,0,0,0,0,123
2024-12-06T00:00:00,4,0022400336,1610612754,IND,Indiana,Pacers,10-14,31,36,36,29,0,0,0,0,0,0,0,0,0,0,132
