game_id,game_status,game_status_text,game_code,home_team_id,visitor_team_id,season,game_date,period,game_clock,broadcaster
22300094,3,Final,20231028/UTAPHX,1610612756,1610612762,2023,2023-10-28T00:00:00,4,     ,NBA TV
