game_id,team_id,team,team_city,team_name,record,points,points_q1,points_q2,points_q3,points_q4,points_ot1,points_ot2,points_ot3,points_ot4
22300065,1610612738,BOS,Boston,Celtics,1-0,108,30,21,31,26,0,0,0,0
22300065,1610612752,NYK,New York,Knicks,0-1,104,18,28,27,31,0,0,0,0
