game_id,team_id,team,team_city,team_name,record,points,points_q1,points_q2,points_q3,points_q4,points_ot1,points_ot2,points_ot3,points_ot4
22300113,1610612759,SAS,San Antonio,Spurs,2-2,115,18,27,37,33,0,0,0,0
22300113,1610612756,PHX,Phoenix,Suns,2-2,114,27,36,32,19,0,0,0,0
