game_id,team_id,team,team_city,team_name,record,points,points_q1,points_q2,points_q3,points_q4,points_ot1,points_ot2,points_ot3,points_ot4
22300107,1610612749,MIL,Milwaukee,Bucks,2-1,122,28,34,35,25,0,0,0,0
22300107,1610612748,MIA,Miami,Heat,1-3,114,28,24,21,41,0,0,0,0
