GAME_DATE_EST,GAME_SEQUENCE,GAME_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_CITY_NAME,TEAM_NICKNAME,TEAM_WINS_LOSSES,PTS_QTR1,PTS_QTR2,PTS_QTR3,PTS_QTR4,PTS_OT1,PTS_OT2,PTS_OT3,PTS_OT4,PTS_OT5,PTS_OT6,PTS_OT7,PTS_OT8,PTS_OT9,PTS_OT10,PTS
2023-12-02T00:00:00,3,0022300282,1610612751,BKN,Brooklyn,Nets,10-9,43,30,25,31,0,0,0,0,0,0,0,0,0,0,129
2023-12-02T00:00:00,3,0022300282,1610612753,ORL,Orlando,Magic,14-6,22,29,34,16,0,0,0,0,0,0,0,0,0,0,101
