GAME_DATE_EST,GAME_SEQUENCE,GAME_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_CITY_NAME,TEAM_NICKNAME,TEAM_WINS_LOSSES,PTS_QTR1,PTS_QTR2,PTS_QTR3,PTS_QTR4,PTS_OT1,PTS_OT2,PTS_OT3,PTS_OT4,PTS_OT5,PTS_OT6,PTS_OT7,PTS_OT8,PTS_OT9,PTS_OT10,PTS
2023-12-06T00:00:00,11,0022301215,1610612743,DEN,Denver,Nuggets,14-8,36,21,25,20,0,0,0,0,0,0,0,0,0,0,102
2023-12-06T00:00:00,11,0022301215,1610612746,LAC,LA,Clippers,10-10,21,40,18,32,0,0,0,0,0,0,0,0,0,0,111
