GAME_DATE_EST,GAME_SEQUENCE,GAME_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_CITY_NAME,TEAM_NICKNAME,TEAM_WINS_LOSSES,PTS_QTR1,PTS_QTR2,PTS_QTR3,PTS_QTR4,PTS_OT1,PTS_OT2,PTS_OT3,PTS_OT4,PTS_OT5,PTS_OT6,PTS_OT7,PTS_OT8,PTS_OT9,PTS_OT10,PTS
2023-12-15T00:00:00,8,0022300333,1610612752,NYK,New York,Knicks,14-10,31,32,34,42,0,0,0,0,0,0,0,0,0,0,139
2023-12-15T00:00:00,8,0022300333,1610612756,PHX,Phoenix,Suns,13-12,30,38,31,23,0,0,0,0,0,0,0,0,0,0,122
