GAME_DATE_EST,GAME_SEQUENCE,GAME_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_CITY_NAME,TEAM_NICKNAME,TEAM_WINS_LOSSES,PTS_QTR1,PTS_QTR2,PTS_QTR3,PTS_QTR4,PTS_OT1,PTS_OT2,PTS_OT3,PTS_OT4,PTS_OT5,PTS_OT6,PTS_OT7,PTS_OT8,PTS_OT9,PTS_OT10,PTS
2023-10-27T00:00:00,10,0022300086,1610612757,POR,Portland,Trail Blazers,0-2,26,29,25,17,0,0,0,0,0,0,0,0,0,0,97
2023-10-27T00:00:00,10,0022300086,1610612753,ORL,Orlando,Magic,2-0,31,32,19,20,0,0,0,0,0,0,0,0,0,0,102
