GAME_DATE_EST,GAME_SEQUENCE,GAME_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_CITY_NAME,TEAM_NICKNAME,TEAM_WINS_LOSSES,PTS_QTR1,PTS_QTR2,PTS_QTR3,PTS_QTR4,PTS_OT1,PTS_OT2,PTS_OT3,PTS_OT4,PTS_OT5,PTS_OT6,PTS_OT7,PTS_OT8,PTS_OT9,PTS_OT10,PTS
2023-10-30T00:00:00,7,0022300107,1610612749,MIL,Milwaukee,Bucks,2-1,28,34,35,25,0,0,0,0,0,0,0,0,0,0,122
2023-10-30T00:00:00,7,0022300107,1610612748,MIA,Miami,Heat,1-3,28,24,21,41,0,0,0,0,0,0,0,0,0,0,114
