date,name,team,opponent,minutes,points,rebounds,assists,steals,blocks,turnovers,three_pt_fg,three_pt_attempts,two_pt_fg,two_pt_attempts,free_throws_made,free_throw_attempts,offensive_rebounds,defensive_rebounds,fouls,dk_points,dk_std,dk_25_percentile,dk_50_percentile,dk_75_percentile,dk_85_percentile,dk_95_percentile,dk_99_percentile,price,value,proj_own,position,roster_pos,injury,injury_notes,injury_confirmed,confirmed,site,slate,gid,pid,num_games,possessions,double_doubles,triple_doubles,timestamp,points_rebounds,points_assists,rebounds_assists,points_rebounds_assists,stocks
2024-12-05,Isaac Jones,SAC,MEM,14.7192,7.43133,2.89167,0.968333,0.304,0.398667,0.766,0.926667,2.62133,1.678,3.08767,1.29533,1.58567,0.682,2.20967,2.18433,13.9951,8.85743,7.25,13.75,19.75,23.25,29.75,36.5,3800,3.6041578947368422,0.0,PF,PF,,,False,False,fd,775184d9-1165-454a-9a26-8634df781cd8,0112b9c3-fdfa-450c-bb98-fed20c24800b,5e62a836-ab4d-4f5f-a55a-76f289de43d5,3000,30.219,0.00733333,0.0,1733453051000,10.323,8.399663,3.860003,11.291333,0.7026669999999999
2024-12-05,Keegan Murray,SAC,MEM,37.7255,12.952,6.83767,0.662333,1.032,0.864333,0.823333,2.221,5.762,2.47933,4.207,1.33033,1.66167,1.532,5.30567,3.313,27.1616,8.89528,21.0,26.5,33.0,36.5,42.25,49.2525,6000,4.5027333333333335,0.052,PF/SF,PF/SF,,,True,True,fd,775184d9-1165-454a-9a26-8634df781cd8,0112b9c3-fdfa-450c-bb98-fed20c24800b,383e2e47-67ab-4c7d-8c4d-6446cbd42454,3000,77.683,0.118333,0.0,1733453051000,19.78967,13.614333,7.500003,20.452003,1.896333
2024-12-05,Marcus Smart,MEM,SAC,23.1712,10.2343,2.647,3.988,1.19733,0.340333,1.56967,1.531,4.12033,1.895,3.445,1.85133,2.37233,0.561667,2.08533,2.096,22.5976,8.45046,16.75,22.25,28.0,31.25,37.0,44.5,5300,4.2332264150943395,0.024,PG/SG,PG/SG,,,False,False,fd,775184d9-1165-454a-9a26-8634df781cd8,0112b9c3-fdfa-450c-bb98-fed20c24800b,514b40b4-a2ee-4133-a763-292065f9ef71,3000,48.5347,0.011,0.0,1733453051000,12.8813,14.222299999999999,6.635,16.8693,1.537663
2024-12-05,Santi Aldama,MEM,SAC,21.8875,11.02,6.18767,1.351,0.738667,0.489333,0.957667,1.54033,3.946,2.43667,3.75367,1.52567,2.15733,1.38467,4.803,1.65267,23.7009,10.3307,16.5,23.0,30.5,34.75,41.75,49.0,6200,3.7416129032258065,0.0113333,PF/C,PF/C,,,False,False,fd,775184d9-1165-454a-9a26-8634df781cd8,0112b9c3-fdfa-450c-bb98-fed20c24800b,73e64409-d9f5-40d6-b054-0d8832e52f58,3000,46.0043,0.115,0.0,1733453051000,17.20767,12.370999999999999,7.53867,18.55867,1.228
2024-12-05,DeMar DeRozan,SAC,MEM,36.3939,21.9707,3.95133,4.25433,1.64133,0.596333,2.01133,0.746667,2.08867,7.14333,13.398,5.444,6.336,0.880333,3.071,3.574,37.1638,10.4025,30.0,37.0,44.5,48.0,54.25,62.25,7800,4.8455641025641025,0.137333,SF/PF,SF/PF,,,True,True,fd,775184d9-1165-454a-9a26-8634df781cd8,0112b9c3-fdfa-450c-bb98-fed20c24800b,7cd3d7f6-096f-4d76-8e56-6d21ae4ebd24,3000,74.8787,0.0183333,0.000666667,1733453051000,25.92203,26.22503,8.20566,30.17636,2.237663
2024-12-05,Domantas Sabonis,SAC,MEM,36.4585,20.2467,12.3993,5.58633,1.04233,0.543333,2.67333,0.700667,1.911,7.12067,11.3407,3.90333,5.321,2.762,9.63733,3.43933,47.6108,12.2799,39.0,48.0,55.75,60.25,67.5,76.0,9300,4.9020430107526884,0.174,C/PF,C/PF,,,True,True,fd,775184d9-1165-454a-9a26-8634df781cd8,0112b9c3-fdfa-450c-bb98-fed20c24800b,1268d6af-53d3-44dd-af1b-8e8fd6c65a79,3000,75.276,0.744333,0.0613333,1733453051000,32.646,25.83303,17.98563,38.232330000000005,1.5856629999999998
2024-12-05,Jaren Jackson,MEM,SAC,27.8546,20.593,6.212,1.033,1.10733,1.467,1.86633,1.817,4.68333,5.46967,8.90367,4.20267,5.283,1.372,4.84,2.74767,35.2045,11.123,27.0,34.75,42.75,47.0,54.5,62.25,7900,4.48779746835443,0.0393333,PF/C,PF/C,,,True,True,fd,775184d9-1165-454a-9a26-8634df781cd8,0112b9c3-fdfa-450c-bb98-fed20c24800b,a0608320-8e85-49f5-aab8-658f41e9fd73,3000,57.8553,0.115333,0.0,1733453051000,26.805,21.626,7.244999999999999,27.838,2.57433
2024-12-05,Kevin Huerter,SAC,MEM,22.3231,7.89767,2.37967,1.85467,1.06933,0.359,0.802,1.46567,3.89267,1.37667,2.42267,0.747333,0.994,0.572333,1.80733,1.97467,16.8433,7.6739,11.5,16.5,21.75,24.75,30.5,36.25,4600,3.6996304347826086,0.0,SG/SF,SG/SF,,,False,False,fd,775184d9-1165-454a-9a26-8634df781cd8,0112b9c3-fdfa-450c-bb98-fed20c24800b,8248c4ba-a648-471f-a557-4a827d95ba81,3000,46.1243,0.000333333,0.0,1733453051000,10.277339999999999,9.75234,4.2343399999999995,12.13201,1.4283299999999999
2024-12-05,Ja Morant,MEM,SAC,28.9494,22.4633,4.564,7.03733,0.87,0.359,3.06633,1.469,3.863,6.66333,11.4003,4.72967,6.19933,1.007,3.557,2.16033,40.7107,11.8045,32.0,40.25,48.25,53.5375,61.0,70.0,8600,4.548465116279069,0.066,PG,PG,,,True,True,fd,775184d9-1165-454a-9a26-8634df781cd8,0112b9c3-fdfa-450c-bb98-fed20c24800b,f061d9f3-2771-4650-8045-ffad6bb34399,3000,60.104,0.204,0.007,1733453051000,27.0273,29.50063,11.60133,34.06463,1.229
2024-12-05,Scotty Pippen,MEM,SAC,17.77,7.32367,2.565,3.323,0.871,0.288,1.349,0.718667,1.80667,1.9,3.297,1.36767,1.82633,0.573333,1.99167,1.48067,17.5228,9.14551,11.25,17.25,23.75,26.75,33.25,40.0025,5000,3.5028399999999995,0.0113333,PG,PG,,,False,False,fd,775184d9-1165-454a-9a26-8634df781cd8,0112b9c3-fdfa-450c-bb98-fed20c24800b,c224a8f5-9345-485d-a980-42d147e72ac8,3000,36.6573,0.00366667,0.0,1733453051000,9.88867,10.64667,5.888,13.21167,1.159
