SEASON_ID,Player_ID,Game_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,PLUS_MINUS,VIDEO_AVAILABLE
22023,1630201,0022301197,"APR 14, 2024",DET @ SAS,L,20,2,8,0.25,0,4,0.0,0,0,0.0,0,1,1,3,1,0,1,0,4,-17,1
22023,1630201,0022301181,"APR 12, 2024",DET @ DAL,W,16,5,10,0.5,0,2,0.0,0,0,0.0,0,0,0,5,4,0,0,1,10,-2,1
22023,1630201,0022301166,"APR 11, 2024",DET vs. CHI,L,15,4,8,0.5,1,2,0.5,3,5,0.6,1,1,2,1,0,0,3,0,12,-5,1
22023,1630201,0022301145,"APR 09, 2024",DET @ PHI,L,21,5,9,0.556,2,4,0.5,0,0,0.0,0,0,0,4,0,0,2,2,12,-12,1
22023,1630201,0022301128,"APR 06, 2024",DET @ BKN,L,15,1,7,0.143,1,5,0.2,0,0,0.0,0,3,3,5,0,0,1,5,3,10,1
22023,1630201,0022301121,"APR 05, 2024",DET @ MEM,L,23,0,12,0.0,0,7,0.0,3,4,0.75,0,1,1,6,2,0,2,0,3,-13,1
22023,1630201,0022301104,"APR 03, 2024",DET @ ATL,L,34,18,25,0.72,5,9,0.556,9,12,0.75,0,6,6,5,3,0,4,2,50,14,1
22023,1630201,0022301088,"APR 01, 2024",DET vs. MEM,L,14,3,7,0.429,2,5,0.4,1,2,0.5,0,2,2,0,0,1,2,1,9,-8,1
22023,1630201,0022301065,"MAR 29, 2024",DET @ WAS,W,14,1,3,0.333,0,2,0.0,1,2,0.5,0,2,2,3,1,0,1,0,3,-8,1
22023,1630201,0022301056,"MAR 27, 2024",DET @ MIN,L,19,6,9,0.667,2,3,0.667,0,0,0.0,2,3,5,0,0,0,2,2,14,-9,1
22023,1630201,0022301035,"MAR 25, 2024",DET @ NYK,L,30,5,12,0.417,2,6,0.333,2,2,1.0,1,3,4,3,2,1,2,2,14,-5,1
22023,1630201,0022301027,"MAR 24, 2024",DET vs. NOP,L,25,6,12,0.5,3,7,0.429,2,3,0.667,3,1,4,4,1,0,0,0,17,-4,1
22023,1630201,0022300997,"MAR 20, 2024",DET vs. IND,L,3,0,2,0.0,0,2,0.0,0,0,0.0,1,1,2,1,0,0,1,0,0,7,1
22023,1630201,0022300984,"MAR 18, 2024",DET @ BOS,L,18,3,8,0.375,2,5,0.4,3,4,0.75,0,2,2,1,2,0,0,0,11,-23,1
22023,1630201,0022300962,"MAR 15, 2024",DET vs. MIA,L,1,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,2,1
22023,1630201,0022300919,"MAR 09, 2024",DET vs. DAL,L,2,1,1,1.0,0,0,0.0,0,0,0.0,0,0,0,1,0,0,1,1,2,-2,1
22023,1630201,0022300902,"MAR 07, 2024",DET vs. BKN,W,4,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,-2,1
22023,1630201,0022300857,"MAR 01, 2024",DET vs. CLE,L,5,0,3,0.0,0,2,0.0,0,0,0.0,0,0,0,0,0,0,0,1,0,-10,1
