SEASON_ID,Player_ID,Game_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,PLUS_MINUS,VIDEO_AVAILABLE
22023,1629678,0022301162,"APR 10, 2024",ORL @ MIL,L,4,1,2,0.5,1,1,1.0,0,0,0.0,1,1,2,1,0,0,1,1,3,4,1
22023,1629678,0022301136,"APR 07, 2024",ORL vs. CHI,W,1,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,1,1
22023,1629678,0022301075,"MAR 30, 2024",ORL vs. MEM,W,7,1,2,0.5,1,2,0.5,0,0,0.0,0,2,2,1,0,0,0,0,3,-9,1
22023,1629678,0022301004,"MAR 21, 2024",ORL vs. NOP,W,5,0,1,0.0,0,1,0.0,0,0,0.0,0,1,1,0,0,0,0,0,0,-4,1
22023,1629678,0022300991,"MAR 19, 2024",ORL vs. CHA,W,6,2,3,0.667,1,1,1.0,0,0,0.0,0,1,1,0,1,0,0,1,5,-7,1
22023,1629678,0022300979,"MAR 17, 2024",ORL vs. TOR,W,3,0,1,0.0,0,0,0.0,0,0,0.0,0,1,1,0,0,0,0,0,0,-5,1
22023,1629678,0022300947,"MAR 13, 2024",ORL vs. BKN,W,2,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,-2,1
22023,1629678,0022300912,"MAR 08, 2024",ORL @ NYK,L,3,0,1,0.0,0,1,0.0,0,0,0.0,0,1,1,0,0,0,0,0,0,-1,1
22023,1629678,0022300885,"MAR 05, 2024",ORL @ CHA,W,1,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1
22023,1629678,0022300874,"MAR 03, 2024",ORL vs. DET,W,3,0,0,0.0,0,0,0.0,0,0,0.0,1,0,1,0,0,0,0,0,0,1,1
22023,1629678,0022300778,"FEB 14, 2024",ORL vs. NYK,W,3,1,1,1.0,1,1,1.0,0,0,0.0,0,1,1,1,0,0,0,0,3,0,1
22023,1629678,0022300607,"JAN 22, 2024",ORL vs. CLE,L,3,0,2,0.0,0,1,0.0,0,0,0.0,0,1,1,0,0,0,0,0,0,5,1
22023,1629678,0022300488,"JAN 05, 2024",ORL @ DEN,W,9,2,3,0.667,1,2,0.5,0,0,0.0,1,0,1,1,0,0,0,0,5,0,1
22023,1629678,0022300476,"JAN 03, 2024",ORL @ SAC,L,6,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,1,0,0,0,1,0,5,1
22023,1629678,0022300415,"DEC 27, 2023",ORL vs. PHI,L,1,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,3,1
22023,1629678,0022300344,"DEC 17, 2023",ORL @ BOS,L,2,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,1,0,0,0,0,0,4,1
22023,1629678,0022300329,"DEC 15, 2023",ORL @ BOS,L,3,0,1,0.0,0,0,0.0,0,0,0.0,0,2,2,0,0,0,1,1,0,3,1
22023,1629678,0022301217,"DEC 08, 2023",ORL vs. DET,W,4,1,2,0.5,0,0,0.0,0,0,0.0,0,2,2,0,0,0,2,3,2,1,1
22023,1629678,0022300282,"DEC 02, 2023",ORL @ BKN,L,4,0,2,0.0,0,2,0.0,0,0,0.0,0,1,1,1,0,0,0,0,0,-5,1
22023,1629678,0022300259,"NOV 29, 2023",ORL vs. WAS,W,4,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,1,0,0,1
22023,1629678,0022300038,"NOV 21, 2023",ORL vs. TOR,W,2,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,2,1
22023,1629678,0022300209,"NOV 19, 2023",ORL @ IND,W,5,0,1,0.0,0,1,0.0,0,2,0.0,0,0,0,0,0,0,1,1,0,-12,1
22023,1629678,0022300134,"NOV 04, 2023",ORL vs. LAL,W,3,2,4,0.5,1,3,0.333,0,0,0.0,0,0,0,0,0,0,0,0,5,3,1
