SEASON_ID,Player_ID,Game_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,PLUS_MINUS,VIDEO_AVAILABLE
22023,200782,0022301199,"APR 14, 2024",LAC vs. HOU,L,8,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,-5,1
22023,200782,0022301184,"APR 12, 2024",LAC vs. UTA,L,21,0,1,0.0,0,1,0.0,0,0,0.0,2,3,5,0,1,0,0,0,0,3,1
22023,200782,0022301165,"APR 10, 2024",LAC vs. PHX,L,23,4,5,0.8,2,2,1.0,0,0,0.0,1,4,5,1,1,0,0,0,10,13,1
22023,200782,0022301132,"APR 07, 2024",LAC vs. CLE,W,14,0,1,0.0,0,1,0.0,0,0,0.0,1,0,1,1,0,0,0,1,0,-9,1
22023,200782,0022301126,"APR 05, 2024",LAC vs. UTA,W,14,1,2,0.5,1,1,1.0,0,0,0.0,0,0,0,1,1,0,0,1,3,16,1
22023,200782,0022301114,"APR 04, 2024",LAC vs. DEN,W,17,0,2,0.0,0,1,0.0,0,0,0.0,1,2,3,1,0,0,0,4,0,-12,1
22023,200782,0022301052,"MAR 27, 2024",LAC @ PHI,W,3,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0,0,0,0,0,1,0,-2,1
22023,200782,0022301043,"MAR 25, 2024",LAC vs. IND,L,12,0,1,0.0,0,1,0.0,0,0,0.0,0,2,2,0,1,0,1,3,0,-14,1
22023,200782,0022301017,"MAR 22, 2024",LAC @ POR,W,8,1,2,0.5,1,1,1.0,0,0,0.0,0,2,2,1,0,0,0,1,3,7,1
22023,200782,0022301003,"MAR 20, 2024",LAC @ POR,W,26,0,0,0.0,0,0,0.0,0,0,0.0,0,7,7,1,2,0,0,2,0,1,1
22023,200782,0022300982,"MAR 17, 2024",LAC vs. ATL,L,21,1,3,0.333,1,1,1.0,0,0,0.0,2,2,4,0,1,0,0,1,3,3,1
22023,200782,0022300964,"MAR 15, 2024",LAC @ NOP,L,24,2,3,0.667,2,3,0.667,0,0,0.0,0,2,2,0,0,3,1,2,6,-2,1
22023,200782,0022300924,"MAR 10, 2024",LAC vs. MIL,L,26,3,9,0.333,1,6,0.167,0,0,0.0,4,2,6,2,0,1,1,0,7,-9,1
22023,200782,0022300848,"FEB 28, 2024",LAC vs. LAL,L,11,0,0,0.0,0,0,0.0,0,0,0.0,0,2,2,0,0,0,1,1,0,-3,1
22023,200782,0022300827,"FEB 25, 2024",LAC vs. SAC,L,5,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,-1,1
22023,200782,0022300807,"FEB 23, 2024",LAC @ MEM,W,14,0,0,0.0,0,0,0.0,0,0,0.0,1,2,3,0,0,0,0,2,0,-4,1
22023,200782,0022300257,"NOV 27, 2023",LAC vs. DEN,L,6,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,1,2,0,0,1,0,3,1
22023,200782,0022300244,"NOV 25, 2023",LAC vs. DAL,W,8,0,0,0.0,0,0,0.0,0,0,0.0,0,1,1,0,0,0,0,2,0,3,1
22023,200782,0022300052,"NOV 24, 2023",LAC vs. NOP,L,22,0,2,0.0,0,2,0.0,0,0,0.0,2,0,2,3,1,0,0,4,0,7,1
22023,200782,0022300235,"NOV 22, 2023",LAC @ SAS,W,13,0,0,0.0,0,0,0.0,0,0,0.0,1,0,1,0,0,0,1,2,0,9,1
22023,200782,0022300223,"NOV 20, 2023",LAC @ SAS,W,16,0,0,0.0,0,0,0.0,0,0,0.0,0,5,5,0,0,0,0,2,0,5,1
22023,200782,0022300037,"NOV 17, 2023",LAC vs. HOU,W,15,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,3,0,-24,1
22023,200782,0022300024,"NOV 14, 2023",LAC @ DEN,L,21,2,3,0.667,2,3,0.667,0,0,0.0,2,3,5,0,0,0,1,1,6,-7,1
22023,200782,0022300179,"NOV 12, 2023",LAC vs. MEM,L,13,1,2,0.5,1,2,0.5,0,0,0.0,1,1,2,1,1,0,0,1,3,5,1
22023,200782,0022300014,"NOV 10, 2023",LAC @ DAL,L,6,0,1,0.0,0,1,0.0,0,0,0.0,0,1,1,0,0,0,0,2,0,-20,1
22023,200782,0022300160,"NOV 08, 2023",LAC @ BKN,L,21,1,3,0.333,0,1,0.0,1,1,1.0,3,3,6,3,1,1,0,3,3,10,1
22023,200782,0022300151,"NOV 06, 2023",LAC @ NYK,L,11,0,2,0.0,0,2,0.0,2,2,1.0,1,0,1,0,1,0,0,1,2,-9,1
22023,200782,0022300127,"NOV 01, 2023",LAC @ LAL,L,21,0,1,0.0,0,0,0.0,0,0,0.0,5,0,5,0,0,0,0,4,0,-15,1
22023,200782,0022300098,"OCT 29, 2023",PHI vs. POR,W,20,1,2,0.5,1,2,0.5,0,0,0.0,0,4,4,0,1,2,1,1,3,26,1
22023,200782,0022300092,"OCT 28, 2023",PHI @ TOR,W,21,1,1,1.0,1,1,1.0,0,0,0.0,0,3,3,0,0,0,1,3,3,0,1
22023,200782,0022300075,"OCT 26, 2023",PHI @ MIL,L,26,0,2,0.0,0,2,0.0,0,0,0.0,1,6,7,0,2,0,0,5,0,2,1
