SEASON_ID,Player_ID,Game_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,PLUS_MINUS,VIDEO_AVAILABLE
22023,1631114,0022301196,"APR 14, 2024",OKC vs. DAL,W,13,4,6,0.667,1,2,0.5,0,0,0.0,0,0,0,3,0,0,0,1,9,13,1
22023,1631114,0022301179,"APR 12, 2024",OKC vs. MIL,W,27,7,12,0.583,1,3,0.333,2,2,1.0,0,2,2,5,1,1,1,0,17,12,1
22023,1631114,0022301163,"APR 10, 2024",OKC vs. SAS,W,24,5,11,0.455,0,2,0.0,0,0,0.0,0,7,7,2,3,1,1,1,10,25,1
22023,1631114,0022301153,"APR 09, 2024",OKC vs. SAC,W,36,5,11,0.455,1,2,0.5,0,0,0.0,0,6,6,4,1,0,2,0,11,3,1
22023,1631114,0022301082,"MAR 31, 2024",OKC @ NYK,W,34,14,18,0.778,1,4,0.25,4,8,0.5,0,4,4,8,2,2,1,1,33,6,1
22023,1631114,0022301069,"MAR 29, 2024",OKC vs. PHX,W,30,6,12,0.5,0,1,0.0,4,4,1.0,1,3,4,3,2,1,2,1,16,7,1
22023,1631114,0022301057,"MAR 27, 2024",OKC vs. HOU,L,38,9,23,0.391,3,10,0.3,2,2,1.0,1,4,5,10,2,1,5,5,23,-14,1
22023,1631114,0022301046,"MAR 26, 2024",OKC @ NOP,W,34,9,18,0.5,3,6,0.5,5,5,1.0,1,1,2,5,0,1,2,4,26,8,1
22023,1631114,0022301030,"MAR 24, 2024",OKC @ MIL,L,29,8,15,0.533,1,4,0.25,1,2,0.5,3,0,3,4,1,0,0,3,18,-17,1
22023,1631114,0022301012,"MAR 22, 2024",OKC @ TOR,W,27,9,13,0.692,0,0,0.0,2,2,1.0,0,3,3,3,3,2,3,1,20,12,1
22023,1631114,0022301000,"MAR 20, 2024",OKC vs. UTA,W,32,8,14,0.571,0,2,0.0,2,3,0.667,0,2,2,4,1,0,3,1,18,28,1
22023,1631114,0022300972,"MAR 16, 2024",OKC @ MEM,W,35,9,17,0.529,1,3,0.333,4,5,0.8,1,6,7,6,1,2,2,2,23,-3,1
22023,1631114,0022300959,"MAR 14, 2024",OKC vs. DAL,W,35,11,21,0.524,3,5,0.6,2,2,1.0,0,4,4,5,1,3,3,3,27,-5,1
22023,1631114,0022300931,"MAR 10, 2024",OKC vs. MEM,W,10,3,6,0.5,1,4,0.25,0,0,0.0,0,2,2,3,1,1,0,0,7,20,1
22023,1631114,0022300914,"MAR 08, 2024",OKC vs. MIA,W,30,6,12,0.5,1,3,0.333,2,2,1.0,1,4,5,4,1,1,3,4,15,-2,1
22023,1631114,0022300900,"MAR 06, 2024",OKC @ POR,W,32,9,17,0.529,4,5,0.8,9,10,0.9,0,4,4,3,3,1,2,3,31,24,1
22023,1631114,0022300884,"MAR 04, 2024",OKC @ LAL,L,26,2,9,0.222,1,3,0.333,2,2,1.0,0,2,2,3,1,0,1,2,7,-9,1
22023,1631114,0022300878,"MAR 03, 2024",OKC @ PHX,W,33,10,19,0.526,1,3,0.333,1,1,1.0,1,3,4,2,3,0,1,3,22,1,1
22023,1631114,0022300853,"FEB 29, 2024",OKC @ SAS,L,33,10,18,0.556,1,5,0.2,5,5,1.0,0,6,6,3,1,0,1,2,26,-17,1
22023,1631114,0022300841,"FEB 27, 2024",OKC vs. HOU,W,35,11,17,0.647,2,3,0.667,0,0,0.0,2,3,5,5,2,2,3,1,24,5,1
22023,1631114,0022300822,"FEB 25, 2024",OKC @ HOU,W,36,9,22,0.409,2,6,0.333,2,2,1.0,0,4,4,5,0,0,0,4,22,8,1
22023,1631114,0022300809,"FEB 23, 2024",OKC vs. WAS,W,20,5,7,0.714,1,2,0.5,0,1,0.0,0,2,2,5,0,1,1,4,11,6,1
22023,1631114,0022300799,"FEB 22, 2024",OKC vs. LAC,W,36,7,13,0.538,2,4,0.5,2,4,0.5,0,4,4,6,1,3,1,3,18,6,1
22023,1631114,0022300772,"FEB 13, 2024",OKC @ ORL,W,35,12,18,0.667,3,6,0.5,6,7,0.857,0,2,2,3,1,0,3,3,33,2,1
22023,1631114,0022300760,"FEB 11, 2024",OKC vs. SAC,W,37,13,20,0.65,2,4,0.5,4,4,1.0,1,7,8,9,0,0,2,3,32,26,1
22023,1631114,0022300748,"FEB 10, 2024",OKC @ DAL,L,27,4,10,0.4,1,3,0.333,0,0,0.0,1,2,3,7,0,0,2,2,9,-17,1
22023,1631114,0022300724,"FEB 06, 2024",OKC @ UTA,L,35,10,18,0.556,3,6,0.5,3,4,0.75,1,4,5,5,1,0,2,0,26,-4,1
22023,1631114,0022300664,"JAN 29, 2024",OKC vs. MIN,L,33,8,17,0.471,4,7,0.571,0,2,0.0,0,2,2,3,0,0,2,3,20,-4,1
22023,1631114,0022300654,"JAN 28, 2024",OKC @ DET,L,28,8,16,0.5,2,3,0.667,2,4,0.5,0,1,1,3,0,0,0,2,20,-19,1
22023,1631114,0022300640,"JAN 26, 2024",OKC @ NOP,W,31,7,14,0.5,1,4,0.25,0,0,0.0,0,4,4,7,0,0,1,3,15,22,1
22023,1631114,0022300622,"JAN 24, 2024",OKC @ SAS,W,29,6,12,0.5,1,5,0.2,0,0,0.0,0,5,5,7,2,0,0,3,13,13,1
22023,1631114,0022300617,"JAN 23, 2024",OKC vs. POR,W,32,9,20,0.45,1,3,0.333,0,0,0.0,0,4,4,2,2,2,0,1,19,8,1
