game_id,team_id,team_city,team_name,player_id,in_time,out_time,is_home
0022300644,1610612743,Denver,Nuggets,203932,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000005990,False
0022300644,1610612743,Denver,Nuggets,203932,1970-01-01 00:00:00.000010010,1970-01-01 00:00:00.000019160,False
0022300644,1610612743,Denver,Nuggets,203932,1970-01-01 00:00:00.000025300,1970-01-01 00:00:00.000028800,False
0022300644,1610612743,Denver,Nuggets,203999,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000005990,False
0022300644,1610612743,Denver,Nuggets,203999,1970-01-01 00:00:00.000010010,1970-01-01 00:00:00.000021600,False
0022300644,1610612743,Denver,Nuggets,203999,1970-01-01 00:00:00.000024380,1970-01-01 00:00:00.000028800,False
0022300644,1610612743,Denver,Nuggets,1627750,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000004410,False
0022300644,1610612743,Denver,Nuggets,1627750,1970-01-01 00:00:00.000005990,1970-01-01 00:00:00.000010010,False
0022300644,1610612743,Denver,Nuggets,1627750,1970-01-01 00:00:00.000011720,1970-01-01 00:00:00.000018450,False
0022300644,1610612743,Denver,Nuggets,1627750,1970-01-01 00:00:00.000020280,1970-01-01 00:00:00.000024380,False
0022300644,1610612743,Denver,Nuggets,1627750,1970-01-01 00:00:00.000025980,1970-01-01 00:00:00.000028800,False
0022300644,1610612743,Denver,Nuggets,1629008,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000004410,False
0022300644,1610612743,Denver,Nuggets,1629008,1970-01-01 00:00:00.000008920,1970-01-01 00:00:00.000019160,False
0022300644,1610612743,Denver,Nuggets,1629008,1970-01-01 00:00:00.000021600,1970-01-01 00:00:00.000025300,False
0022300644,1610612743,Denver,Nuggets,1629008,1970-01-01 00:00:00.000026070,1970-01-01 00:00:00.000028800,False
0022300644,1610612743,Denver,Nuggets,1631128,1970-01-01 00:00:00.000005990,1970-01-01 00:00:00.000010010,False
0022300644,1610612743,Denver,Nuggets,1631128,1970-01-01 00:00:00.000019160,1970-01-01 00:00:00.000025300,False
0022300644,1610612743,Denver,Nuggets,1631212,1970-01-01 00:00:00.000004410,1970-01-01 00:00:00.000010010,False
0022300644,1610612743,Denver,Nuggets,1631212,1970-01-01 00:00:00.000019160,1970-01-01 00:00:00.000026070,False
