SEASON_ID,Player_ID,Game_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,PLUS_MINUS,VIDEO_AVAILABLE
22024,201566,0022400341,"DEC 07, 2024",DEN @ WAS,L,32,3,6,0.5,0,2,0.0,1,4,0.25,1,9,10,12,4,1,2,5,7,-9,1
22024,201566,0022400325,"DEC 05, 2024",DEN @ CLE,L,16,4,9,0.444,1,3,0.333,1,2,0.5,1,2,3,3,1,1,2,1,10,-15,1
22024,201566,0022400058,"DEC 03, 2024",DEN vs. GSW,W,23,3,7,0.429,1,3,0.333,0,0,0.0,0,1,1,5,0,0,1,3,7,-10,1
22024,201566,0022400314,"DEC 01, 2024",DEN @ LAC,L,25,3,11,0.273,1,5,0.2,2,4,0.5,0,3,3,8,2,1,0,2,9,-7,1
22024,201566,0022400298,"NOV 27, 2024",DEN @ UTA,W,19,3,9,0.333,1,4,0.25,3,4,0.75,0,1,1,5,2,1,3,0,10,6,1
22024,201566,0022400283,"NOV 25, 2024",DEN vs. NYK,L,26,9,16,0.563,4,7,0.571,5,5,1.0,1,2,3,3,2,1,3,1,27,-16,1
22024,201566,0022400270,"NOV 23, 2024",DEN @ LAL,W,24,6,10,0.6,1,4,0.25,1,2,0.5,2,5,7,11,1,0,3,3,14,17,1
22024,201566,0022400033,"NOV 22, 2024",DEN vs. DAL,L,27,5,13,0.385,4,6,0.667,2,5,0.4,0,1,1,4,2,0,1,2,16,0,1
22024,201566,0022400023,"NOV 19, 2024",DEN @ MEM,W,32,5,12,0.417,1,4,0.25,1,2,0.5,1,9,10,14,2,1,5,3,12,-2,1
22024,201566,0022400238,"NOV 17, 2024",DEN @ MEM,L,23,4,10,0.4,2,3,0.667,2,4,0.5,0,3,3,3,1,1,3,1,12,-10,1
22024,201566,0022400017,"NOV 15, 2024",DEN @ NOP,L,22,2,8,0.25,1,3,0.333,0,0,0.0,1,3,4,7,0,0,1,3,5,-1,1
22024,201566,0022400208,"NOV 10, 2024",DEN vs. DAL,W,20,3,10,0.3,0,2,0.0,0,0,0.0,2,3,5,5,1,0,2,2,6,-13,1
22024,201566,0022400194,"NOV 08, 2024",DEN vs. MIA,W,24,2,5,0.4,2,3,0.667,0,0,0.0,0,4,4,10,0,1,2,2,6,-5,1
22024,201566,0022400177,"NOV 06, 2024",DEN vs. OKC,W,32,10,15,0.667,3,4,0.75,6,9,0.667,1,5,6,6,1,0,4,4,29,-14,1
22024,201566,0022400166,"NOV 04, 2024",DEN vs. TOR,W,34,6,10,0.6,1,5,0.2,8,10,0.8,1,5,6,6,1,1,4,4,21,-3,1
22024,201566,0022400148,"NOV 02, 2024",DEN vs. UTA,W,31,2,11,0.182,1,4,0.25,0,4,0.0,1,2,3,7,5,0,4,4,5,11,1
22024,201566,0022400139,"NOV 01, 2024",DEN @ MIN,L,25,1,8,0.125,0,3,0.0,3,4,0.75,3,3,6,5,2,1,4,2,5,-13,1
22024,201566,0022400113,"OCT 29, 2024",DEN @ BKN,W,21,5,12,0.417,2,2,1.0,10,10,1.0,0,1,1,5,1,0,1,2,22,0,1
22024,201566,0022400107,"OCT 28, 2024",DEN @ TOR,W,18,3,7,0.429,0,1,0.0,3,4,0.75,1,3,4,3,1,0,2,4,9,-1,1
22024,201566,0022400087,"OCT 26, 2024",DEN vs. LAC,L,19,0,8,0.0,0,3,0.0,2,2,1.0,0,1,1,2,2,1,0,4,2,-13,1
22024,201566,0022400075,"OCT 24, 2024",DEN vs. OKC,L,21,2,10,0.2,1,6,0.167,1,4,0.25,1,4,5,5,1,2,2,0,6,-24,1
