SEASON_ID,Player_ID,Game_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,PLUS_MINUS,VIDEO_AVAILABLE
22024,1627732,0022400320,"DEC 04, 2024",BKN vs. IND,W,21,3,3,1.0,0,0,0.0,1,2,0.5,1,6,7,9,2,3,0,1,7,20,1
22024,1627732,0022400305,"DEC 01, 2024",BKN vs. ORL,L,12,0,1,0.0,0,0,0.0,0,0,0.0,1,1,2,5,1,0,1,3,0,1,1
22024,1627732,0022400043,"NOV 29, 2024",BKN vs. ORL,L,26,2,2,1.0,0,0,0.0,0,2,0.0,0,7,7,8,0,0,3,2,4,-9,1
22024,1627732,0022400297,"NOV 27, 2024",BKN @ PHX,W,27,7,8,0.875,0,0,0.0,0,0,0.0,1,8,9,8,1,0,2,4,14,5,1
22024,1627732,0022400276,"NOV 24, 2024",BKN @ SAC,W,27,2,3,0.667,0,0,0.0,0,0,0.0,1,2,3,5,1,1,2,2,4,4,1
22024,1627732,0022400027,"NOV 22, 2024",BKN @ PHI,L,26,1,4,0.25,0,0,0.0,0,0,0.0,1,3,4,4,0,1,2,0,2,-20,1
22024,1627732,0022400022,"NOV 19, 2024",BKN vs. CHA,W,26,5,8,0.625,0,0,0.0,0,0,0.0,4,5,9,5,2,1,3,2,10,14,1
22024,1627732,0022400240,"NOV 17, 2024",BKN @ NYK,L,22,0,3,0.0,0,0,0.0,0,0,0.0,0,4,4,8,0,1,3,3,0,-3,1
22024,1627732,0022400014,"NOV 15, 2024",BKN @ NYK,L,25,2,5,0.4,0,0,0.0,0,0,0.0,1,6,7,5,1,0,0,1,4,0,1
22024,1627732,0022400214,"NOV 11, 2024",BKN @ NOP,W,22,3,5,0.6,0,0,0.0,0,0,0.0,1,4,5,12,2,0,3,3,6,8,1
22024,1627732,0022400187,"NOV 08, 2024",BKN @ BOS,L,27,4,6,0.667,0,0,0.0,0,0,0.0,1,5,6,8,1,0,3,1,8,-8,1
22024,1627732,0022400151,"NOV 03, 2024",BKN vs. DET,L,24,2,4,0.5,0,0,0.0,0,0,0.0,0,6,6,6,1,0,3,2,4,-3,1
22024,1627732,0022400136,"NOV 01, 2024",BKN vs. CHI,W,26,4,5,0.8,0,0,0.0,0,0,0.0,0,8,8,11,0,2,3,3,8,5,1
22024,1627732,0022400124,"OCT 30, 2024",BKN @ MEM,W,25,4,5,0.8,0,0,0.0,0,0,0.0,2,3,5,3,1,0,2,5,8,6,1
22024,1627732,0022400098,"OCT 27, 2024",BKN vs. MIL,W,24,1,3,0.333,0,0,0.0,0,0,0.0,2,4,6,6,1,0,2,4,2,-9,1
22024,1627732,0022400077,"OCT 25, 2024",BKN @ ORL,L,24,2,5,0.4,0,0,0.0,3,4,0.75,0,6,6,3,1,1,4,5,7,-17,1
22024,1627732,0022400064,"OCT 23, 2024",BKN @ ATL,L,24,3,4,0.75,0,0,0.0,0,0,0.0,2,3,5,8,0,1,6,5,6,-8,1
