SEASON_ID,Player_ID,Game_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,PLUS_MINUS,VIDEO_AVAILABLE
22024,1630553,0022400320,"DEC 04, 2024",BKN vs. IND,W,23,1,5,0.2,0,3,0.0,2,2,1.0,1,4,5,2,1,1,1,2,4,-10,1
22024,1630553,0022400317,"DEC 02, 2024",BKN @ CHI,L,30,3,10,0.3,2,6,0.333,0,0,0.0,1,2,3,3,1,1,1,2,8,-28,1
22024,1630553,0022400305,"DEC 01, 2024",BKN vs. ORL,L,32,5,13,0.385,2,8,0.25,0,0,0.0,0,4,4,2,2,0,1,5,12,9,1
22024,1630553,0022400043,"NOV 29, 2024",BKN vs. ORL,L,28,6,16,0.375,3,9,0.333,0,0,0.0,2,4,6,1,2,1,5,4,15,4,1
22024,1630553,0022400297,"NOV 27, 2024",BKN @ PHX,W,20,2,5,0.4,0,3,0.0,0,0,0.0,1,2,3,1,0,0,0,5,4,3,1
22024,1630553,0022400284,"NOV 25, 2024",BKN @ GSW,W,30,3,9,0.333,2,7,0.286,0,2,0.0,0,2,2,0,0,0,0,3,8,-2,1
22024,1630553,0022400276,"NOV 24, 2024",BKN @ SAC,W,9,2,3,0.667,2,2,1.0,0,0,0.0,0,0,0,1,0,0,0,1,6,3,1
22024,1630553,0022400022,"NOV 19, 2024",BKN vs. CHA,W,10,0,3,0.0,0,2,0.0,0,0,0.0,1,2,3,1,0,0,1,2,0,-16,1
22024,1630553,0022400240,"NOV 17, 2024",BKN @ NYK,L,11,0,2,0.0,0,2,0.0,0,0,0.0,0,1,1,2,0,0,0,1,0,-17,1
22024,1630553,0022400014,"NOV 15, 2024",BKN @ NYK,L,12,2,4,0.5,1,3,0.333,2,2,1.0,1,2,3,1,1,0,1,2,7,-6,1
22024,1630553,0022400218,"NOV 13, 2024",BKN vs. BOS,L,23,4,10,0.4,4,8,0.5,0,0,0.0,1,4,5,0,0,2,2,1,12,-16,1
22024,1630553,0022400214,"NOV 11, 2024",BKN @ NOP,W,18,2,6,0.333,1,4,0.25,0,0,0.0,1,3,4,2,0,0,0,0,5,0,1
22024,1630553,0022400199,"NOV 09, 2024",BKN @ CLE,L,12,2,7,0.286,2,6,0.333,0,0,0.0,1,3,4,2,0,0,3,0,6,-7,1
22024,1630553,0022400187,"NOV 08, 2024",BKN @ BOS,L,16,1,6,0.167,0,3,0.0,1,1,1.0,1,1,2,1,0,0,1,2,3,-2,1
22024,1630553,0022400158,"NOV 04, 2024",BKN vs. MEM,W,21,2,7,0.286,2,3,0.667,0,0,0.0,0,4,4,3,0,0,2,5,6,-5,1
22024,1630553,0022400151,"NOV 03, 2024",BKN vs. DET,L,13,1,1,1.0,0,0,0.0,3,4,0.75,0,1,1,0,1,1,0,3,5,1,1
22024,1630553,0022400136,"NOV 01, 2024",BKN vs. CHI,W,9,5,6,0.833,2,2,1.0,0,0,0.0,0,3,3,1,1,1,0,1,12,4,1
22024,1630553,0022400124,"OCT 30, 2024",BKN @ MEM,W,16,2,4,0.5,0,2,0.0,0,0,0.0,2,5,7,1,1,0,0,1,4,2,1
22024,1630553,0022400113,"OCT 29, 2024",BKN vs. DEN,L,7,0,1,0.0,0,1,0.0,0,0,0.0,0,1,1,0,0,0,0,1,0,3,1
22024,1630553,0022400098,"OCT 27, 2024",BKN vs. MIL,W,10,0,3,0.0,0,2,0.0,0,0,0.0,0,2,2,0,0,0,1,1,0,-8,1
22024,1630553,0022400077,"OCT 25, 2024",BKN @ ORL,L,2,1,3,0.333,0,2,0.0,0,0,0.0,0,0,0,0,0,0,0,1,2,-2,1
