GAME_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_CITY,PLAYER_ID,PLAYER_NAME,NICKNAME,START_POSITION,COMMENT,MIN,E_OFF_RATING,OFF_RATING,E_DEF_RATING,DEF_RATING,E_NET_RATING,NET_RATING,AST_PCT,AST_TOV,AST_RATIO,OREB_PCT,DREB_PCT,REB_PCT,TM_TOV_PCT,EFG_PCT,TS_PCT,USG_PCT,E_USG_PCT,E_PACE,PACE,PACE_PER40,POSS,PIE
0022400113,1610612743,DEN,Denver,1629008,Michael Porter Jr.,Michael,F,,40.000000:42,139.6,142.0,130.9,132.9,8.6,9.0,0.065,0.0,15.4,0.026,0.108,0.067,0.0,0.727,0.699,0.12,0.123,97.67,96.11,80.09,81,0.072
0022400113,1610612743,DEN,Denver,203932,Aaron Gordon,Aaron,F,,33.000000:15,137.2,140.3,129.6,136.9,7.6,3.4,0.091,2.0,11.8,0.03,0.143,0.082,5.9,0.773,0.852,0.19,0.196,99.03,95.28,79.4,67,0.149
0022400113,1610612743,DEN,Denver,203999,Nikola Jokić,Nikola,C,,40.000000:31,141.0,141.5,127.5,131.7,13.4,9.8,0.552,16.0,41.0,0.158,0.333,0.243,2.6,0.563,0.668,0.245,0.255,98.9,97.15,80.95,82,0.225
0022400113,1610612743,DEN,Denver,1631128,Christian Braun,Christian,G,,38.000000:43,141.8,142.3,124.9,130.8,16.9,11.5,0.091,0.0,23.1,0.0,0.088,0.043,0.0,0.571,0.622,0.112,0.116,99.17,96.71,80.59,78,0.046
0022400113,1610612743,DEN,Denver,1627750,Jamal Murray,Jamal,G,,36.000000:44,139.5,142.3,133.2,136.1,6.3,6.1,0.125,3.0,11.1,0.0,0.097,0.045,3.7,0.474,0.533,0.286,0.295,95.36,93.43,77.86,71,0.073
0022400113,1610612743,DEN,Denver,1631124,Julian Strawther,Julian,,,22.000000:16,125.2,122.2,123.5,123.4,1.7,-1.2,0.0,0.0,0.0,0.0,0.2,0.103,14.3,0.583,0.583,0.149,0.152,97.95,99.16,82.63,45,0.072
0022400113,1610612743,DEN,Denver,201566,Russell Westbrook,Russell,,,20.000000:35,124.9,116.3,113.1,113.6,11.8,2.6,0.455,5.0,21.7,0.0,0.045,0.025,4.3,0.5,0.671,0.4,0.439,98.22,101.44,84.53,43,0.19
0022400113,1610612743,DEN,Denver,1631212,Peyton Watson,Peyton,,,19.000000:45,134.6,122.0,121.4,122.0,13.2,0.0,0.0,0.0,0.0,0.0,0.1,0.056,0.0,0.7,0.7,0.119,0.131,95.22,99.65,83.04,41,0.019
0022400113,1610612743,DEN,Denver,203967,Dario Šarić,Dario,,,12.000000:29,119.7,116.7,123.0,124.0,-3.4,-7.3,0.0,0.0,0.0,0.091,0.083,0.087,0.0,0.5,0.521,0.12,0.123,93.44,94.21,78.5,24,0.045
0022400113,1610612743,DEN,Denver,1641725,Trey Alexander,Trey,,DNP - Coach's Decision,,,0.0,,0.0,,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,,,,0,
0022400113,1610612743,DEN,Denver,201599,DeAndre Jordan,DeAndre,,DNP - Coach's Decision,,,0.0,,0.0,,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,,,,0,
0022400113,1610612743,DEN,Denver,1630192,Zeke Nnaji,Zeke,,DNP - Coach's Decision,,,0.0,,0.0,,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,,,,0,
0022400113,1610612743,DEN,Denver,1629618,Jalen Pickett,Jalen,,DNP - Coach's Decision,,,0.0,,0.0,,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,,,,0,
0022400113,1610612743,DEN,Denver,1641816,Hunter Tyson,Hunter,,DNP - Coach's Decision,,,0.0,,0.0,,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,,,,0,
0022400113,1610612743,DEN,Denver,1628427,Vlatko Čančar,Vlatko,,DNP - Coach's Decision,,,0.0,,0.0,,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,,,,0,
0022400113,1610612751,BKN,Brooklyn,1629661,Cameron Johnson,Cameron,F,,39.000000:50,123.5,129.1,143.4,146.2,-19.8,-17.0,0.179,0.0,26.3,0.027,0.167,0.096,0.0,0.714,0.714,0.159,0.162,97.68,94.61,78.84,79,0.118
0022400113,1610612751,BKN,Brooklyn,1627827,Dorian Finney-Smith,Dorian,F,,36.000000:45,129.7,134.2,137.2,140.3,-7.5,-6.0,0.143,4.0,19.0,0.0,0.143,0.074,4.8,0.5,0.537,0.21,0.214,97.44,94.69,78.91,73,0.063
0022400113,1610612751,BKN,Brooklyn,1641730,Noah Clowney,Noah,C,,15.000000:35,123.0,135.5,143.4,158.6,-20.4,-23.1,0.083,0.0,33.3,0.0,0.214,0.1,0.0,0.0,0.0,0.059,0.059,102.04,92.43,77.02,31,0.006
0022400113,1610612751,BKN,Brooklyn,1630560,Cam Thomas,Cam,G,,38.000000:29,125.7,131.6,133.9,136.4,-8.2,-4.8,0.115,1.5,10.0,0.0,0.081,0.042,6.7,0.386,0.501,0.321,0.323,98.51,95.42,79.51,76,0.059
0022400113,1610612751,BKN,Brooklyn,203471,Dennis Schröder,Dennis,G,,41.000000:38,125.7,125.3,142.4,144.6,-16.6,-19.3,0.5,4.67,37.8,0.0,0.0,0.0,8.1,0.694,0.709,0.237,0.251,98.55,98.0,81.67,87,0.117
0022400113,1610612751,BKN,Brooklyn,1630592,Jalen Wilson,Jalen,,,20.000000:58,131.9,129.5,119.7,114.0,12.2,15.6,0.105,0.0,22.2,0.105,0.19,0.15,0.0,0.667,0.751,0.137,0.145,96.26,99.55,82.96,44,0.139
0022400113,1610612751,BKN,Brooklyn,1629003,Shake Milton,Shake,,,16.000000:33,134.9,140.0,124.5,117.1,10.4,22.9,0.111,0.0,28.6,0.0,0.071,0.034,0.0,0.3,0.3,0.128,0.13,100.38,101.48,84.57,35,0.01
0022400113,1610612751,BKN,Brooklyn,1630533,Ziaire Williams,Ziaire,,,22.000000:01,128.4,131.1,135.5,128.9,-7.1,2.2,0.286,2.0,28.6,0.1,0.056,0.079,14.3,1.125,1.125,0.192,0.196,96.74,98.09,81.74,45,0.159
0022400113,1610612751,BKN,Brooklyn,1629651,Nic Claxton,Nic,,,26.000000:08,121.0,116.7,142.6,137.7,-21.6,-21.1,0.118,0.0,18.2,0.091,0.435,0.267,0.0,0.889,0.889,0.15,0.16,94.86,98.27,81.89,54,0.184
0022400113,1610612751,BKN,Brooklyn,1630553,Keon Johnson,Keon,,,7.000000:03,120.1,106.7,102.8,100.0,17.3,6.7,0.0,0.0,0.0,0.0,0.125,0.071,0.0,0.0,0.0,0.056,0.065,88.4,95.34,79.45,15,-0.039
0022400113,1610612751,BKN,Brooklyn,1641798,Jaylen Martin,Jaylen,,DNP - Coach's Decision,,,0.0,,0.0,,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,,,,0,
0022400113,1610612751,BKN,Brooklyn,1631213,Tyrese Martin,Tyrese,,DNP - Coach's Decision,,,0.0,,0.0,,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,,,,0,
0022400113,1610612751,BKN,Brooklyn,1641727,Dariq Whitehead,Dariq,,DNP - Coach's Decision,,,0.0,,0.0,,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,,,,0,
