GAME_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_CITY,PLAYER_ID,PLAYER_NAME,NICKNAME,START_POSITION,COMMENT,MIN,E_OFF_RATING,OFF_RATING,E_DEF_RATING,DEF_RATING,E_NET_RATING,NET_RATING,AST_PCT,AST_TOV,AST_RATIO,OREB_PCT,DREB_PCT,REB_PCT,TM_TOV_PCT,EFG_PCT,TS_PCT,USG_PCT,E_USG_PCT,E_PACE,PACE,PACE_PER40,POSS,PIE
0022400022,1610612766,CHA,Charlotte,1630182,Josh Green,Josh,F,,25.000000:55,95.0,100.0,116.1,113.0,-21.2,-13.0,0.063,0.33,12.5,0.043,0.136,0.089,37.5,0.375,0.375,0.123,0.121,97.37,96.3,80.25,50,-0.005
0022400022,1610612766,CHA,Charlotte,1628970,Miles Bridges,Miles,F,,33.000000:19,105.1,110.4,134.3,127.1,-29.2,-16.7,0.111,2.0,11.8,0.0,0.12,0.05,5.9,0.75,0.75,0.185,0.184,98.46,98.69,82.24,67,0.117
0022400022,1610612766,CHA,Charlotte,1629684,Grant Williams,Grant,C,,33.000000:22,114.2,116.4,134.4,128.6,-20.2,-12.2,0.182,1.33,22.2,0.121,0.111,0.117,16.7,0.625,0.752,0.175,0.179,97.28,98.54,82.12,67,0.114
0022400022,1610612766,CHA,Charlotte,1641706,Brandon Miller,Brandon,G,,38.000000:28,121.2,123.1,128.5,128.2,-7.3,-5.1,0.2,1.33,16.0,0.029,0.063,0.045,12.0,0.794,0.811,0.228,0.233,98.0,97.33,81.11,78,0.149
0022400022,1610612766,CHA,Charlotte,1630163,LaMelo Ball,LaMelo,G,,23.000000:57,98.2,103.9,132.6,123.5,-34.4,-19.6,0.357,1.25,21.7,0.043,0.063,0.051,17.4,0.346,0.419,0.295,0.3,101.69,102.21,85.18,51,0.015
0022400022,1610612766,CHA,Charlotte,1631217,Moussa Diabaté,Moussa,,,15.000000:37,113.8,118.2,89.0,93.9,24.8,24.2,0.0,0.0,0.0,0.143,0.278,0.219,0.0,0.0,0.0,0.051,0.054,106.22,101.43,84.53,33,0.083
0022400022,1610612766,CHA,Charlotte,1628998,Cody Martin,Cody,,,24.000000:38,131.4,136.5,112.9,113.2,18.5,23.3,0.091,1.0,22.2,0.08,0.154,0.118,22.2,0.375,0.41,0.109,0.113,104.44,102.3,85.25,52,0.05
0022400022,1610612766,CHA,Charlotte,1642275,Tidjane Salaün,Tidjane,,,14.000000:32,121.8,129.0,76.5,79.3,45.3,49.7,0.1,1.0,14.3,0.0,0.421,0.267,14.3,1.25,1.083,0.167,0.172,103.9,99.08,82.57,31,0.36
0022400022,1610612766,CHA,Charlotte,203552,Seth Curry,Seth,,,4.000000:38,133.3,109.1,76.6,80.0,56.7,29.1,0.0,0.0,0.0,0.0,0.143,0.083,0.0,0.0,0.0,0.077,0.091,100.7,108.78,90.65,11,0.0
0022400022,1610612766,CHA,Charlotte,1630544,Tre Mann,Tre,,,25.000000:34,115.4,121.6,105.4,107.8,10.0,13.7,0.429,1.5,22.2,0.077,0.036,0.056,14.8,0.529,0.531,0.333,0.346,99.4,95.76,79.8,51,0.09
