GAME_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_CITY,PLAYER_ID,PLAYER_NAME,NICKNAME,START_POSITION,COMMENT,MIN,E_OFF_RATING,OFF_RATING,E_DEF_RATING,DEF_RATING,E_NET_RATING,NET_RATING,AST_PCT,AST_TOV,AST_RATIO,OREB_PCT,DREB_PCT,REB_PCT,TM_TOV_PCT,EFG_PCT,TS_PCT,USG_PCT,E_USG_PCT,E_PACE,PACE,PACE_PER40,POSS,PIE
0022400167,1610612755,PHI,Philadelphia,202331,Paul George,Paul,F,,31.000000:36,100.2,97.1,98.9,95.5,1.4,1.6,0.2,0.67,14.8,0.0,0.152,0.074,22.2,0.321,0.439,0.303,0.311,99.91,103.28,86.07,69,0.043
0022400167,1610612755,PHI,Philadelphia,1628997,Caleb Martin,Caleb,F,,39.000000:02,116.1,115.7,111.5,107.2,4.5,8.4,0.156,0.0,45.5,0.077,0.194,0.133,0.0,0.417,0.417,0.066,0.067,99.93,102.07,85.06,83,0.079
0022400167,1610612755,PHI,Philadelphia,203083,Andre Drummond,Andre,C,,15.000000:03,92.6,89.2,123.0,118.9,-30.4,-29.7,0.0,0.0,0.0,0.0,0.417,0.185,45.5,0.6,0.68,0.297,0.309,113.86,118.01,98.34,37,0.086
0022400167,1610612755,PHI,Philadelphia,1626162,Kelly Oubre Jr.,Kelly,G,,32.000000:29,109.1,107.1,117.3,112.3,-8.1,-5.2,0.045,1.0,7.7,0.032,0.111,0.069,7.7,0.45,0.506,0.16,0.163,102.43,105.65,88.05,70,0.031
0022400167,1610612755,PHI,Philadelphia,1630178,Tyrese Maxey,Tyrese,G,,40.000000:56,114.9,114.9,130.3,126.7,-15.4,-11.8,0.091,0.0,8.0,0.0,0.091,0.041,0.0,0.682,0.686,0.242,0.245,100.09,101.42,84.52,87,0.125
0022400167,1610612755,PHI,Philadelphia,200768,Kyle Lowry,Kyle,,,27.000000:46,115.2,115.8,129.0,122.4,-13.8,-6.6,0.412,0.0,46.7,0.067,0.0,0.038,0.0,0.813,0.813,0.125,0.126,97.08,99.4,82.83,57,0.147
0022400167,1610612755,PHI,Philadelphia,201569,Eric Gordon,Eric,,,17.000000:39,134.4,138.9,124.1,113.5,10.3,25.4,0.071,0.0,12.5,0.0,0.059,0.031,0.0,0.667,0.727,0.175,0.174,96.6,99.26,82.72,36,0.11
0022400167,1610612755,PHI,Philadelphia,1627824,Guerschon Yabusele,Guerschon,,,30.000000:02,126.5,125.4,117.6,113.3,8.8,12.1,0.3,3.0,27.3,0.103,0.143,0.123,9.1,0.607,0.638,0.235,0.241,92.96,95.1,79.25,59,0.137
0022400167,1610612755,PHI,Philadelphia,1630231,KJ Martin,KJ,,,2.000000:28,189.1,180.0,168.1,160.0,21.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.75,97.43,81.19,5,0.0
0022400167,1610612755,PHI,Philadelphia,1642272,Jared McCain,Jared,,,2.000000:59,170.1,142.9,189.0,185.7,-18.9,-42.9,0.5,0.0,33.3,0.0,1.0,0.25,0.0,0.75,0.75,0.25,0.291,102.65,112.63,93.85,7,0.151
