game_id,team_id,team,player_id,player,start_position,status,minutes,offensive_rating,defensive_rating,net_rating,assist_pct,assist_to_turnover,assist_ratio,offensive_rebound_pct,defensive_rebound_pct,rebound_pct,turnover_pct,effective_fg_pct,true_shooting_pct,usage_pct,usage_pct_excluding_tm_plays,pace,pace_per_40,possessions,player_impact_estimate
22300477,1610612749,MIL,203114,Khris Middleton,F,,15.483333333333333,126.7,109.1,17.6,0.00357,5.0,35.7,0.0,0.002,0.00111,0.071,0.0075,0.0075,0.0025,0.00248,111.73,91.71,35,0.182
22300477,1610612749,MIL,203507,Giannis Antetokounmpo,F,,39.5,119.5,109.5,9.9,0.00292,7.0,18.9,0.00075,0.00256,0.00169,0.027000000000000003,0.00714,0.00718,0.00309,0.0031,106.6,87.09,86,0.254
22300477,1610612749,MIL,201572,Brook Lopez,C,,33.233333333333334,122.7,111.9,10.8,0.00031,0.25,6.7,0.0,0.00111,0.00066,0.267,0.0045000000000000005,0.0045000000000000005,0.00179,0.00181,107.11,89.07,74,0.009
22300477,1610612749,MIL,1627736,Malik Beasley,G,,26.583333333333332,115.1,104.1,11.0,0.0,0.0,0.0,0.0,0.00067,0.00037999999999999997,0.25,0.008329999999999999,0.008329999999999999,0.00123,0.00127,112.15,94.03,62,0.062
22300477,1610612749,MIL,203081,Damian Lillard,G,,38.53333333333333,125.3,115.1,10.3,0.0030299999999999997,0.0,32.3,0.00027,0.00075,0.00052,0.0,0.00553,0.00602,0.00226,0.00228,106.16,87.2,84,0.134
22300477,1610612749,MIL,1626171,Bobby Portis,,,20.733333333333334,104.3,130.3,-26.1,0.0,0.0,0.0,0.00042,0.0017599999999999998,0.00098,0.222,0.00333,0.00363,0.0017599999999999998,0.0018,101.03,83.92,44,-0.009
22300477,1610612749,MIL,1626192,Pat Connaughton,,,28.333333333333332,114.2,115.3,-1.1,0.0,0.0,0.0,0.00034,0.00161,0.001,0.375,0.0075,0.007169999999999999,0.00113,0.00113,105.58,86.12,62,0.057
22300477,1610612749,MIL,1630699,MarJon Beauchamp,,,17.3,108.2,129.8,-21.6,0.0,0.0,0.0,0.00095,0.00067,0.00083,0.111,0.005,0.005,0.00209,0.00214,101.49,83.24,36,0.032
22300477,1610612749,MIL,1626166,Cameron Payne,,,15.316666666666666,104.3,127.2,-22.9,0.00308,0.0,44.4,0.0,0.00067,0.00037999999999999997,0.0,0.0,0.00481,0.00147,0.0014399999999999999,95.14,80.96,31,0.092
22300477,1610612749,MIL,1641748,Andre Jackson Jr.,,,4.983333333333333,137.5,161.9,-24.4,0.0,0.0,0.0,0.0,0.00333,0.0014299999999999998,0.0,0.0,0.0,0.0,0.0,86.2,76.33,9,0.0
22300477,1610612749,MIL,203648,Thanasis Antetokounmpo,,DNP - Coach's Decision,0.0,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,
22300477,1610612749,MIL,1631260,AJ Green,,DNP - Coach's Decision,0.0,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,
22300477,1610612749,MIL,1641753,Chris Livingston,,DNP - Coach's Decision,0.0,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,
22300477,1610612749,MIL,201577,Robin Lopez,,DNP - Coach's Decision,0.0,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,
22300477,1610612749,MIL,1629623,Lindell Wigginton,,DNP - Coach's Decision,0.0,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,
22300477,1610612759,SAS,1630577,Julian Champagnie,F,,20.9,109.0,117.5,-8.4,0.00095,0.0,33.3,0.0,0.0,0.0,0.0,0.0,0.0,0.00074,0.00075,112.58,92.82,49,-0.009
22300477,1610612759,SAS,1631110,Jeremy Sochan,F,,32.583333333333336,99.0,110.7,-11.6,0.00217,5.0,27.8,0.0005,0.00182,0.0011,0.055999999999999994,0.00318,0.00379,0.00157,0.00159,110.79,91.44,74,0.093
22300477,1610612759,SAS,1641705,Victor Wembanyama,C,,26.183333333333334,97.2,113.4,-16.2,0.00091,0.2,3.8,0.00094,0.00222,0.00153,0.192,0.00611,0.006540000000000001,0.00362,0.00364,113.95,93.95,62,0.163
