player,team,game_id,prop_type,line,over_odds,under_odds,sportsbook,player_id,player_position,player_jersey,opponent,game_date,game_time,event_status,home_team,away_team,market_id,market_name,participant_id,consensus_line,consensus_over_odds,consensus_under_odds,opening_line,opening_odds,opening_book,opening_time,expert_over_picks,expert_under_picks,system_over_picks,system_under_picks,last_5_over,last_5_under,season_over,season_under,h2h_over,h2h_under,projected_value,projected_probability,projected_ev,bet_rating,line_diff,opp_rank,opp_value,timestamp,url
Joel Embiid,PHI,25278,pa,43.5,-115,-111,fd,,C,21,,,,closed,,,338,,2905,43.5,-115,-115,43.5,-137,36,2024-11-22 03:21:36,0,0,75,75,2,2,1,2,1,0,48.5,0.74706876407627,0.3966937763165047,5,5.0,18,183.3,,
Tyrese Haliburton,IND,25280,pa,31.5,-115,-113,fd,,G,0,,,,closed,,,338,,5082,31.5,-115,-113,29.5,-137,36,2024-11-21 21:51:22,0,0,44,44,2,3,9,14,7,5,36.3,0.71894290289149,0.34411064453626383,5,4.8,19,183.5,,
Tyrese Haliburton,IND,25280,blk,27.5,-115,-111,fd,,G,0,,,,closed,,,335,,5082,27.5,-125,-105,25.5,-137,36,2024-11-21 21:51:22,0,0,36,36,2,3,9,14,6,6,31.9,0.70733911519139,0.322416606662164,5,4.4,16,138.0,,
Jaylen Brown,BOS,25279,pa,35.5,-108,-118,fd,,G,7,,,,closed,,,338,,3170,34.5,-120,-110,34.5,-137,36,2024-11-21 20:00:25,1,1,110,110,3,2,12,5,3,1,39.9,0.72577595164898,0.39779072169433183,5,4.4,30,198.9,,
Bogdan Bogdanovic,ATL,25283,pa,17.5,-111,-115,fd,,G,13,,,,closed,,,338,,2902,17.5,-111,-115,17.5,-115,33,2024-11-22 20:48:33,1,1,41,41,3,2,4,4,4,0,21.8,0.73475355727755,0.3966936989690365,5,4.3,29,198.7,,
Jaylen Brown,BOS,25279,blk,28.5,-115,-111,fd,,G,7,,,,closed,,,335,,3170,28.5,-115,-115,28.5,-137,36,2024-11-21 20:00:25,0,0,86,86,3,2,11,6,3,1,32.7,0.68259999466403,0.27616520741536044,5,4.2,29,150.8,,
Bogdan Bogdanovic,ATL,25283,to,14.5,-120,-106,fd,,G,13,,,,closed,,,336,,2902,14.5,-115,-115,15.5,-105,33,2024-11-22 20:48:32,0,0,48,48,4,1,5,2,4,0,18.7,0.73605196462742,0.3494286018169366,5,4.2,29,169.1,,
Jaylen Brown,BOS,25279,ast,24.5,-110,-110,fd,,G,7,,,,closed,,,156,,3170,24.5,-110,-115,23.5,-137,36,2024-11-21 20:00:25,0,0,119,119,3,2,10,7,3,1,28.6,0.68315022312203,0.30419588050569357,5,4.1,30,123.5,,
Brandon Ingram,NOR,25281,blk,28.5,-111,-115,fd,,F,14,,,,closed,,,335,,3167,28.5,-110,-120,30.5,-120,10,2024-11-22 05:04:25,0,0,36,36,3,2,9,8,1,3,24.5,0.71962600859622,0.34538775520162857,5,-4.0,7,135.2,,
Bogdan Bogdanovic,ATL,25283,blk,14.5,-113,-113,fd,,G,13,,,,closed,,,335,,2902,14.5,-113,-113,14.5,-115,33,2024-11-22 20:48:31,0,0,36,36,3,2,4,4,4,0,18.5,0.7255194437082,0.3675720487597044,5,4.0,30,152.8,,
Bogdan Bogdanovic,ATL,25283,ast,11.5,-122,100,fd,,G,13,,,,closed,,,156,,2902,11.5,-115,-115,12.5,-105,33,2024-11-22 20:48:29,1,1,75,75,3,2,4,4,5,0,15.4,0.71985396469992,0.3098981980605102,5,3.9,29,123.3,,
Tyrese Haliburton,IND,25280,to,21.5,-125,-102,fd,,G,0,,,,closed,,,336,,5082,21.5,-125,-102,20.5,-137,36,2024-11-21 21:51:22,2,2,37,37,2,3,9,14,7,5,25.4,0.69290457178677,0.24722822921618604,5,3.9,20,158.0,,
Jrue Holiday,BOS,25279,pa,21.5,-113,-113,fd,,G,4,,,,closed,,,338,,2365,21.5,-115,-115,20.5,-137,36,2024-11-21 20:00:26,1,1,110,110,2,3,8,11,2,3,25.3,0.70117765570324,0.32168885544062054,5,3.8,30,198.9,,
Jrue Holiday,BOS,25279,blk,16.5,-115,-111,fd,,G,4,,,,closed,,,335,,2365,16.5,-125,-105,16.5,-137,36,2024-11-21 20:00:27,0,0,86,86,1,4,8,11,2,3,20.2,0.70472865581516,0.3175361826109513,5,3.7,29,150.8,,
Giannis Antetokounmpo,MIL,25280,pa,53.5,-108,-118,fd,,F,34,,,,closed,,,338,,2803,51.5,-120,-110,50.5,-137,36,2024-11-21 21:51:21,0,0,44,44,2,3,8,11,4,2,49.9,0.56705336834954,0.04760707034067557,3,-3.6,23,188.2,,
