player,team,game_id,prop_type,line,over_odds,under_odds,sportsbook,player_id,player_position,player_jersey,opponent,game_date,game_time,event_status,home_team,away_team,market_id,market_name,participant_id,consensus_line,consensus_over_odds,consensus_under_odds,opening_line,opening_odds,opening_book,opening_time,expert_over_picks,expert_under_picks,system_over_picks,system_under_picks,last_5_over,last_5_under,season_over,season_under,h2h_over,h2h_under,projected_value,projected_probability,projected_ev,bet_rating,line_diff,opp_rank,opp_value,timestamp,url
Ty Jerome,CLE,25244,pa,19.5,-128,100,fd,,G,2,,,,closed,,,338,,4513,19.5,-128,100,18.5,-125,27,2024-11-17 22:19:20,0,0,33,33,1,3,3,4,1,0,24.6,0.76605895577385,0.3645425149721703,5,5.1,12,181.4,,
Dario Saric,DEN,25246,to,17.5,-122,-104,fd,,F,9,,,,closed,,,336,,2839,17.5,-122,-104,17.5,-125,10,2024-11-17 22:56:18,0,0,43,43,1,0,1,1,2,0,22.4,0.76244018490376,0.3873911561363501,5,4.9,16,156.7,,
Kyrie Irving,DAL,25250,blk,32.5,-106,-120,fd,,G,11,,,,closed,,,335,,2074,32.5,-110,-120,26.5,-110,19,2024-11-17 07:13:17,0,0,12,12,2,3,7,14,2,7,27.7,0.75813058157109,0.3899060662136651,5,-4.8,2,127.2,,
Jimmy Butler,MIA,25243,blk,22.5,-125,-102,fd,,F,22,,,,closed,,,335,,2052,22.5,-120,-110,23.5,-105,19,2024-11-17 04:42:43,0,0,24,24,2,3,7,8,3,0,26.9,0.7621791005611,0.3719223810099801,5,4.4,23,144.6,,
Josh Giddey,CHI,25249,pa,23.5,-122,-104,fd,,G,3,,,,closed,,,338,,5360,23.5,-120,-110,24.5,-122,10,2024-11-17 17:54:31,1,1,31,31,1,4,13,10,2,3,27.8,0.74360497581881,0.3531172510801297,5,4.3,2,173.1,,
Ty Jerome,CLE,25244,ast,11.5,-114,-106,fd,,G,2,,,,closed,,,156,,4513,11.5,-130,-106,10.5,-110,27,2024-11-17 22:19:21,0,0,69,69,1,4,3,5,1,0,15.7,0.74156001628804,0.3920512586459698,5,4.2,15,112.6,,
Tyrese Haliburton,IND,25243,pa,31.5,-125,-102,fd,,G,0,,,,closed,,,338,,5082,32.5,-125,-105,33.5,-105,19,2024-11-17 04:42:40,0,0,37,37,2,3,8,15,1,3,35.7,0.65123161156428,0.17221690081570407,4,4.2,15,181.8,,
Desmond Bane,MEM,25246,pa,27.5,-122,-104,fd,,G,22,,,,closed,,,338,,5269,27.5,-122,-105,25.5,-110,19,2024-11-17 03:30:01,0,0,56,56,2,3,6,10,1,4,31.6,0.68945225504374,0.2545770542599203,5,4.1,27,190.3,,
Kyrie Irving,DAL,25250,pa,37.5,-113,-115,fd,,G,11,,,,closed,,,338,,2074,37.5,-115,-115,30.5,-120,19,2024-11-17 07:13:15,0,0,33,33,2,3,7,14,2,7,33.4,0.71988027202906,0.3458631172717209,5,-4.1,6,176.3,,
Terry Rozier,MIA,25243,ast,13.5,-128,104,fd,,G,2,,,,closed,,,156,,3047,13.5,-125,-105,12.5,-110,19,2024-11-17 04:42:44,0,0,95,95,2,3,8,10,2,3,17.5,0.7251329365592,0.29164304324607493,5,4.0,26,118.2,,
Dario Saric,DEN,25246,ast,10.5,-122,100,fd,,F,9,,,,closed,,,156,,2839,10.5,-120,-110,10.5,-120,12,2024-11-17 22:44:59,0,0,120,120,0,1,0,2,1,1,14.3,0.72156927961029,0.3130195087990524,5,3.8,17,113.1,,
Tyrese Haliburton,IND,25243,blk,27.5,-122,-104,fd,,G,0,,,,closed,,,335,,5082,27.5,-105,-125,28.5,-130,19,2024-11-17 04:42:40,0,0,24,24,2,3,9,14,2,2,31.3,0.68542907971968,0.2472561942440079,5,3.8,8,135.7,,
