player,team,game_id,prop_type,line,over_odds,under_odds,sportsbook,player_id,player_position,player_jersey,opponent,game_date,game_time,event_status,home_team,away_team,market_id,market_name,participant_id,consensus_line,consensus_over_odds,consensus_under_odds,opening_line,opening_odds,opening_book,opening_time,expert_over_picks,expert_under_picks,system_over_picks,system_under_picks,last_5_over,last_5_under,season_over,season_under,h2h_over,h2h_under,projected_value,projected_probability,projected_ev,bet_rating,line_diff,opp_rank,opp_value,timestamp,url
Josh Giddey,CHI,25125,pa,26.5,-115,-111,fd,,G,3,,,,closed,,,338,,5360,27.5,-105,-125,28.5,-115,19,2024-11-01 03:14:55,0,0,33,33,1,4,8,15,2,2,30.5,0.71885712030159,0.34395026838992915,5,4.0,18,183.3,,
Franz Wagner,ORL,25122,blk,24.5,-115,-111,fd,,F,22,,,,closed,,,335,,5340,24.5,-115,-111,24.5,-113,10,2024-11-01 18:12:18,0,0,39,39,5,0,18,6,2,10,20.8,0.72502747334489,0.37820537725920544,5,-3.7,10,137.0,,
Jalen Brunson,NYK,25121,to,29.5,-122,-104,fd,,G,11,,,,closed,,,336,,3514,29.5,-120,-110,29.5,-122,10,2024-11-01 07:11:42,0,0,58,58,2,3,8,14,4,0,33.2,0.67874807299169,0.23509895249307533,5,3.7,13,155.5,,
Jamal Murray,DEN,25127,pa,26.5,-115,-111,fd,,G,27,,,,closed,,,338,,3171,26.5,-115,-115,27.5,-137,36,2024-10-31 21:23:33,8,8,126,126,3,2,9,7,5,6,30.1,0.67864754627852,0.2687758473902765,5,3.6,4,173.2,,
Aaron Wiggins,OKC,25128,ast,6.5,-122,100,fd,,G,21,,,,closed,,,156,,5383,6.5,-122,100,6.5,-122,10,2024-11-01 22:13:01,3,3,96,96,3,0,13,2,1,2,10.0,0.74952921402075,0.3638974222344795,5,3.5,21,115.3,,
RJ Barrett,TOR,25123,blk,30.5,-106,-120,fd,,F,9,,,,closed,,,335,,4470,30.5,-110,-120,30.5,-120,19,2024-11-01 02:16:39,0,0,40,40,4,1,10,10,2,3,27.0,0.67445175930101,0.2364948920518517,5,-3.5,24,144.7,,
Malik Monk,SAC,25124,blk,17.5,-113,-115,fd,,G,0,,,,closed,,,335,,3313,17.5,-113,-115,17.5,-110,19,2024-11-01 15:19:17,1,1,31,31,5,0,9,7,2,1,21.0,0.68465510152753,0.2905445719058751,5,3.5,25,145.1,,
Jamal Murray,DEN,25127,blk,22.5,-120,-106,fd,,G,27,,,,closed,,,335,,3171,22.5,-120,-115,24.5,-110,19,2024-11-01 00:18:13,1,1,66,66,4,1,11,4,5,6,26.0,0.67961469517762,0.2459602744923033,5,3.5,4,131.2,,
RJ Barrett,TOR,25123,pa,36.5,-111,-115,fd,,F,9,,,,closed,,,338,,4470,36.5,-111,-115,36.5,-137,36,2024-11-01 01:22:21,0,0,45,45,4,1,10,10,3,2,33.1,0.65858381592121,0.2312653949831317,5,-3.4,24,188.7,,
Trae Young,ATL,25124,blk,40.5,-111,-115,fd,,G,11,,,,closed,,,335,,3473,39.5,-120,-110,39.5,-125,19,2024-11-01 00:18:01,1,1,31,31,1,4,5,17,0,3,37.2,0.6135048045107,0.14698724321565648,4,-3.3,18,139.7,,
Franz Wagner,ORL,25122,to,25.5,-118,-108,fd,,F,22,,,,closed,,,336,,5340,25.5,-118,-108,25.5,-108,10,2024-11-01 18:12:19,0,0,59,59,4,1,17,7,3,9,22.2,0.70245308732019,0.35287261261666214,5,-3.3,10,155.3,,
Clint Capela,ATL,25124,to,17.5,-113,-113,fd,,C,15,,,,closed,,,336,,2906,17.5,-110,-120,18.5,-110,19,2024-11-01 00:17:59,0,0,37,37,4,1,14,9,4,0,20.7,0.66203649508753,0.24790949958976904,5,3.2,14,156.0,,
Jaden Ivey,DET,25121,to,21.5,-113,-113,fd,,G,23,,,,closed,,,336,,5484,21.5,-113,-113,20.5,-120,19,2024-10-31 23:18:51,0,0,58,58,1,4,12,11,0,3,18.4,0.69395432824825,0.30807320280422346,5,-3.1,4,150.5,,
Anthony Davis,LAL,25123,to,41.5,-106,-120,fd,,F,3,,,,closed,,,336,,2746,41.5,-110,-120,41.5,-110,19,2024-11-01 02:16:33,1,1,47,47,1,4,9,12,2,2,38.4,0.68074670394926,0.24803562390697664,5,-3.1,21,159.5,,
