player,team,game_id,prop_type,line,over_odds,under_odds,sportsbook,player_id,player_position,player_jersey,opponent,game_date,game_time,event_status,home_team,away_team,market_id,market_name,participant_id,consensus_line,consensus_over_odds,consensus_under_odds,opening_line,opening_odds,opening_book,opening_time,expert_over_picks,expert_under_picks,system_over_picks,system_under_picks,last_5_over,last_5_under,season_over,season_under,h2h_over,h2h_under,projected_value,projected_probability,projected_ev,bet_rating,line_diff,opp_rank,opp_value,timestamp,url
Yves Missi,NOR,25329,to,16.5,-115,-111,fd,,C,21,,,,closed,,,336,,6153,16.5,-115,-111,16.5,-118,10,2024-11-29 18:38:09,0,0,72,72,4,1,9,9,1,0,13.4,0.72534810713675,0.3788148703230113,5,-3.1,16,156.7,,
Duncan Robinson,MIA,25333,ast,11.5,-102,-120,fd,,F,55,,,,closed,,,156,,3564,11.5,-110,-120,10.5,-130,10,2024-11-28 20:25:49,0,0,138,138,1,4,3,11,2,2,14.5,0.6656559339117,0.31825979068787635,5,3.0,25,117.0,,
Deandre Ayton,POR,25335,ast,14.5,-118,-104,fd,,C,2,,,,closed,,,156,,3464,14.5,-105,-125,14.5,-125,33,2024-11-28 20:51:29,0,0,91,91,4,1,9,6,3,0,17.5,0.66912338976052,0.23617710989655383,5,3.0,20,114.0,,
Anthony Davis,LAL,25336,ast,26.5,-108,-112,fd,,F,3,,,,closed,,,156,,2746,26.5,-110,-112,31.5,0,33,2024-11-28 17:28:31,0,0,65,65,1,3,11,8,2,2,23.5,0.68651888540014,0.2994821759359795,5,-3.0,1,102.8,,
Isaiah Joe,OKC,25336,ast,8.5,-110,-110,fd,,G,11,,,,closed,,,156,,5210,8.5,-110,-110,10.5,-120,33,2024-11-29 00:45:17,0,0,65,65,3,1,10,5,1,3,11.5,0.67803444408346,0.29442939325024187,5,3.0,22,115.7,,
Derrick White,BOS,25332,pa,26.5,-106,-120,fd,,G,9,,,,closed,,,338,,3357,26.5,-115,-115,24.5,-120,33,2024-11-28 18:11:55,0,0,63,63,4,1,14,7,1,3,29.5,0.64083556520349,0.24539741916904667,5,3.0,29,198.7,,
Josh Giddey,CHI,25332,pa,22.5,-120,-106,fd,,G,3,,,,closed,,,338,,5360,22.5,-110,-120,23.5,100,33,2024-11-28 18:11:56,0,0,63,63,2,3,15,8,2,1,25.5,0.68352784781805,0.25313438766642504,5,3.0,7,177.8,,
Anthony Davis,LAL,25336,blk,29.5,-120,-106,fd,,F,3,,,,closed,,,335,,2746,29.5,-115,-115,28.5,-105,33,2024-11-28 17:28:34,0,0,33,33,1,4,13,8,3,2,26.6,0.67510067228746,0.3119880989737429,5,-2.9,2,127.2,,
Jarrett Allen,CLE,25328,to,25.5,-122,-104,fd,,C,31,,,,closed,,,336,,3323,25.5,-120,-110,25.5,-113,10,2024-11-28 17:29:16,0,0,48,48,1,4,12,11,3,3,28.4,0.63690971597435,0.15896686021562045,4,2.9,28,163.0,,
Al Horford,BOS,25332,to,13.5,-102,-125,fd,,C,42,,,,closed,,,336,,2005,13.5,-105,-125,15.5,-102,10,2024-11-29 03:05:17,0,0,59,59,2,2,10,6,2,2,16.4,0.67419067286617,0.3351619207741797,5,2.9,29,169.1,,
Tyrese Haliburton,IND,25334,to,22.5,-120,-106,fd,,G,0,,,,closed,,,336,,5082,22.5,-120,-110,22.5,-102,10,2024-11-28 23:27:33,0,0,34,34,2,3,9,14,3,3,25.4,0.63652249960273,0.1669579159383383,4,2.9,13,155.5,,
James Harden,LAC,25331,pa,37.5,-111,-115,fd,,G,1,,,,closed,,,338,,2332,36.5,-120,-115,36.5,-120,33,2024-11-28 17:10:54,0,0,109,109,3,2,11,12,1,5,34.6,0.62084990199658,0.16071938199360603,4,-2.9,4,173.2,,
Franz Wagner,ORL,25330,ast,25.5,-104,-118,fd,,F,22,,,,closed,,,156,,5340,25.5,-115,-115,26.5,-137,37,2024-11-28 03:50:01,0,0,118,118,3,2,12,12,2,5,22.7,0.67087550849486,0.23941407501592782,5,-2.8,19,113.7,,
Pascal Siakam,IND,25334,to,27.5,-122,-104,fd,,F,43,,,,closed,,,336,,3219,27.5,-122,-105,28.5,-111,10,2024-11-28 23:27:32,0,0,34,34,2,3,10,13,4,2,30.3,0.635038618748,0.15556207673816402,4,2.8,13,155.5,,
James Harden,LAC,25331,blk,31.5,-115,-111,fd,,G,1,,,,closed,,,335,,2332,31.5,-115,-111,31.5,-105,33,2024-11-28 17:10:51,0,0,50,50,2,3,6,18,0,6,28.8,0.66826244553087,0.27030068474787006,5,-2.7,4,131.2,,
Trae Young,ATL,25328,to,25.5,-118,-108,fd,,G,11,,,,closed,,,336,,3473,25.5,-120,-110,24.5,-106,10,2024-11-28 17:29:16,0,0,48,48,0,5,9,13,1,4,28.2,0.62359372537616,0.1520629841695159,4,2.7,10,155.3,,
Desmond Bane,MEM,25329,to,22.5,-106,-120,fd,,G,22,,,,closed,,,336,,5269,21.5,-110,-120,22.5,-115,10,2024-11-29 01:50:21,0,0,72,72,3,2,8,8,3,1,25.2,0.69004486586603,0.34103058838115263,5,2.7,26,161.6,,
James Harden,LAC,25331,to,28.5,-118,-108,fd,,G,1,,,,closed,,,336,,2332,29.5,-110,-120,28.5,-110,33,2024-11-28 17:10:52,0,0,72,72,2,3,7,17,0,6,25.8,0.72128477208141,0.38914104252715986,5,-2.7,3,149.8,,
Anthony Davis,LAL,25336,to,39.5,-115,-111,fd,,F,3,,,,closed,,,336,,2746,39.5,-115,-111,38.5,-115,33,2024-11-28 17:28:34,0,0,31,31,1,4,13,8,2,3,36.8,0.64896141385345,0.23361133624394548,5,-2.7,6,151.9,,
Jarrett Allen,CLE,25328,ast,14.5,-104,-118,fd,,C,31,,,,closed,,,156,,3323,14.5,-105,-120,15.5,-137,37,2024-11-28 03:50:00,0,0,118,118,1,4,11,12,3,3,17.1,0.65499583679907,0.2847995260289451,5,2.6,27,118.4,,
Dyson Daniels,ATL,25328,ast,12.5,-112,-108,fd,,G,5,,,,closed,,,156,,5444,12.5,-110,-120,11.5,-137,37,2024-11-28 03:49:59,0,0,118,118,1,4,10,11,0,2,9.9,0.71803367261031,0.3828796657680045,5,-2.6,12,111.4,,
Moritz Wagner,ORL,25330,ast,12.5,-106,-114,fd,,F,21,,,,closed,,,156,,3550,12.5,-106,-120,13.5,100,10,2024-11-29 03:43:34,0,0,118,118,1,3,10,8,2,4,9.9,0.72936987550772,0.36916801191800075,5,-2.6,19,113.7,,
Rudy Gobert,MIN,25331,ast,10.5,-120,-102,fd,,C,27,,,,closed,,,156,,2809,10.5,-110,-120,9.5,-137,37,2024-11-28 03:50:00,0,0,134,134,1,4,9,12,3,3,13.1,0.71466652761518,0.3102219672944967,5,2.6,4,107.0,,
Darius Garland,CLE,25328,blk,26.5,-120,-106,fd,,G,10,,,,closed,,,335,,4478,26.5,-120,-110,27.5,-113,10,2024-11-28 17:29:16,0,0,74,74,3,2,11,11,2,2,29.1,0.6166283592618,0.13048532531330015,4,2.6,25,145.1,,
Rudy Gobert,MIN,25331,to,22.5,-108,-115,fd,,C,27,,,,closed,,,336,,2809,21.5,-125,-105,20.5,-110,33,2024-11-28 17:10:52,0,0,72,72,1,4,10,11,3,3,25.1,0.72434528968418,0.3950353727250874,5,2.6,2,148.2,,
Anfernee Simons,POR,25335,pa,28.5,-122,-104,fd,,G,1,,,,closed,,,338,,3536,28.5,-110,-120,26.5,-125,33,2024-11-28 20:51:34,0,0,25,25,3,2,9,10,2,1,31.1,0.61716951832835,0.12304617269584994,4,2.6,13,181.6,,
OG Anunoby,NYK,25327,ast,17.5,-106,-114,fd,,F,8,,,,closed,,,156,,3325,17.5,-120,-110,17.5,-137,37,2024-11-28 03:49:59,0,0,100,100,2,3,10,12,1,3,15.0,0.67579802235349,0.2686033051197092,5,-2.5,15,112.6,,
Trae Young,ATL,25328,ast,22.5,-112,-108,fd,,G,11,,,,closed,,,156,,3473,22.5,-115,-108,21.5,-137,37,2024-11-28 03:49:59,0,0,118,118,0,5,10,12,1,4,25.0,0.61573550702126,0.1654993525759565,4,2.5,12,111.4,,
Cameron Johnson,BKN,25330,ast,18.5,104,-128,fd,,F,2,,,,closed,,,156,,4558,18.5,104,-128,19.5,-110,27,2024-11-28 19:15:24,0,0,118,118,2,3,9,12,2,4,16.0,0.67989854552865,0.21106928422290783,5,-2.5,2,103.0,,
Caris LeVert,CLE,25328,blk,15.5,-102,-125,fd,,G,3,,,,closed,,,335,,3214,15.5,-120,-115,15.5,-115,33,2024-11-29 19:01:56,0,0,74,74,1,4,7,10,1,2,18.0,0.66838434969008,0.3236631238960407,5,2.5,25,145.1,,
Ben Simmons,BKN,25330,blk,14.5,100,-128,fd,,G,10,,,,closed,,,335,,3166,14.5,100,-130,13.5,100,27,2024-11-28 19:15:25,0,0,36,36,2,3,6,10,0,3,12.0,0.73909833516561,0.31651890951374273,5,-2.5,1,125.9,,
Anfernee Simons,POR,25335,blk,25.5,-120,-106,fd,,G,1,,,,closed,,,335,,3536,25.5,-110,-120,23.5,-125,33,2024-11-28 20:51:32,0,0,36,36,3,2,10,9,2,1,28.0,0.61448387650024,0.1265537735837733,4,2.5,18,139.7,,
Darius Garland,CLE,25328,pa,29.5,-115,-113,fd,,G,10,,,,closed,,,338,,4478,29.5,-105,-115,30.5,-106,10,2024-11-28 17:29:16,1,1,69,69,2,3,10,12,1,3,32.0,0.61064214776647,0.14163531973731336,4,2.5,26,189.7,,
Onyeka Okongwu,ATL,25328,ast,9.5,-114,-105,fd,,C,17,,,,closed,,,156,,5098,8.5,-120,-105,8.5,-125,33,2024-11-28 18:52:16,0,0,118,118,5,0,12,8,3,1,11.9,0.73688183083959,0.38326940175151103,5,2.4,12,111.4,,
Pascal Siakam,IND,25334,ast,20.5,-122,100,fd,,F,43,,,,closed,,,156,,3219,21.5,-105,-125,20.5,-125,10,2024-11-28 23:27:27,0,0,103,103,1,4,10,13,3,3,22.9,0.56082284928571,0.020513709355964138,3,2.4,16,113.1,,
Franz Wagner,ORL,25330,to,30.5,-113,-113,fd,,F,22,,,,closed,,,336,,5340,31.5,-113,-113,32.5,-105,27,2024-11-28 19:15:27,0,0,32,32,3,2,12,12,2,5,28.1,0.6693489610238,0.26169317431919836,5,-2.4,18,156.7,,
Josh Giddey,CHI,25332,to,17.5,-108,-118,fd,,G,3,,,,closed,,,336,,5360,17.5,-108,-118,14.5,-240,33,2024-11-28 18:11:54,0,0,59,59,1,4,12,11,2,1,19.9,0.65721324404188,0.26574402556213916,5,2.4,7,153.0,,
Anfernee Simons,POR,25335,to,23.5,-113,-113,fd,,G,1,,,,closed,,,336,,3536,23.5,-113,-113,22.5,-115,33,2024-11-28 20:51:33,1,1,39,39,3,2,9,10,2,1,25.9,0.61089190863673,0.15150421716480977,4,2.4,14,156.0,,
Al Horford,BOS,25332,ast,7.5,-115,-104,fd,,C,42,,,,closed,,,156,,2005,7.5,-115,-110,9.5,-113,10,2024-11-29 03:05:20,0,0,173,173,3,1,13,3,2,2,9.8,0.6451560667586,0.2061613422008609,5,2.3,29,123.3,,
Derrick White,BOS,25332,ast,16.5,-110,-110,fd,,G,9,,,,closed,,,156,,3357,16.5,-110,-110,16.5,-137,37,2024-11-28 05:30:10,0,0,173,173,3,2,13,7,2,2,18.8,0.61341439023144,0.1710638358963853,4,2.3,29,123.3,,
Anfernee Simons,POR,25335,ast,20.5,-108,-112,fd,,G,1,,,,closed,,,156,,3536,20.5,-110,-112,19.5,-115,33,2024-11-28 20:51:29,0,0,91,91,3,2,8,11,2,1,22.8,0.60792622578607,0.17082087929169043,4,2.3,20,114.0,,
Josh Giddey,CHI,25332,blk,16.5,-122,-104,fd,,G,3,,,,closed,,,335,,5360,16.5,-110,-120,18.5,130,33,2024-11-28 18:11:54,1,1,66,66,3,2,16,7,2,1,18.8,0.65264263767419,0.18759561937434566,4,2.3,6,134.6,,
Isaac Okoro,CLE,25328,to,8.5,-130,102,fd,,F,35,,,,closed,,,336,,5106,8.5,-130,-120,10.5,102,10,2024-11-28 17:29:13,0,0,48,48,2,3,7,11,3,1,10.8,0.6587872890361,0.16554674214079224,4,2.3,28,163.0,,
Dyson Daniels,ATL,25328,to,17.5,-115,-111,fd,,G,5,,,,closed,,,336,,5444,17.5,-110,-120,16.5,-125,10,2024-11-28 17:29:13,0,0,48,48,2,3,12,9,1,1,15.2,0.67237299241873,0.2781144270301986,5,-2.3,10,155.3,,
Dejounte Murray,NOR,25329,pr,11.5,-104,-122,fd,,G,5,,,,closed,,,337,,3199,10.5,-104,-122,8.5,-120,19,2024-11-29 06:07:57,0,0,62,62,3,2,4,2,2,1,9.2,0.68202644638251,0.24106451718784605,5,-2.3,9,68.0,,
Ja Morant,MEM,25329,pa,32.5,-108,-118,fd,,G,12,,,,closed,,,338,,4469,31.5,-120,-110,32.5,-106,10,2024-11-29 01:50:21,0,0,142,142,3,2,8,5,3,0,30.2,0.60683343449927,0.12109905695627843,4,-2.3,28,190.3,,
Cameron Johnson,BKN,25330,pa,25.5,-104,-122,fd,,F,2,,,,closed,,,338,,4558,25.5,-104,-122,26.5,-120,27,2024-11-28 19:15:24,0,0,45,45,2,3,10,12,2,4,23.2,0.65583101677553,0.1933974239685874,4,-2.3,1,166.9,,
Bogdan Bogdanovic,ATL,25328,ast,13.5,-110,-110,fd,,G,13,,,,closed,,,156,,2902,14.5,-110,-125,14.5,-105,33,2024-11-28 18:52:15,0,0,118,118,3,2,4,4,3,2,15.7,0.56574723294271,0.08006289925426457,3,2.2,12,111.4,,
Kentavious Caldwell-Pope,ORL,25330,ast,7.5,-128,104,fd,,G,3,,,,closed,,,156,,2802,7.5,-128,100,8.5,-137,37,2024-11-28 03:50:01,0,0,118,118,3,1,11,11,3,1,9.7,0.65341090407229,0.16388817287876645,4,2.2,19,113.7,,
Bennedict Mathurin,IND,25334,ast,18.5,-114,-106,fd,,F,0,,,,closed,,,156,,5458,18.5,-115,-110,18.5,-115,10,2024-11-28 23:27:30,0,0,103,103,2,3,12,10,2,2,20.7,0.61181050453744,0.148486385710633,4,2.2,16,113.1,,
Shaedon Sharpe,POR,25335,ast,19.5,-104,-118,fd,,G,17,,,,closed,,,156,,5527,19.5,-120,-115,17.5,-105,33,2024-11-28 20:51:29,0,0,91,91,1,4,4,7,0,2,17.3,0.65946873325292,0.21834054109437762,5,-2.2,20,114.0,,
Donovan Mitchell,CLE,25328,blk,31.5,-113,-113,fd,,G,45,,,,closed,,,335,,3326,30.5,-115,-113,30.5,-104,10,2024-11-28 17:29:14,0,0,74,74,2,2,10,11,3,2,33.7,0.63297977126865,0.19313886088692445,4,2.2,25,145.1,,
Austin Reaves,LAL,25336,blk,20.5,-113,-113,fd,,G,15,,,,closed,,,335,,5342,20.5,-113,-113,19.5,-125,33,2024-11-28 17:28:34,0,0,33,33,1,4,12,7,2,1,18.3,0.63586421241224,0.19857590481245246,4,-2.2,2,127.2,,
Ochai Agbaji,TOR,25333,to,12.5,100,-128,fd,,G,30,,,,closed,,,336,,5338,12.5,-115,-115,12.5,-125,10,2024-11-28 20:25:48,0,0,35,35,3,2,15,7,1,2,14.7,0.64549905081762,0.2909981016352401,5,2.2,8,155.1,,
Mikal Bridges,NYK,25327,ast,14.5,-114,-106,fd,,F,25,,,,closed,,,156,,3474,14.5,-114,-115,15.5,-137,37,2024-11-28 03:49:59,0,0,100,100,4,1,15,7,4,1,16.6,0.6110768582323,0.1471091900150192,4,2.1,15,112.6,,
Jayson Tatum,BOS,25332,ast,26.5,-118,-104,fd,,F,0,,,,closed,,,156,,3316,26.5,-118,-110,26.5,-137,37,2024-11-28 05:30:09,0,0,173,173,2,3,13,8,1,3,28.6,0.7142352208574,0.3195193063297729,5,2.1,29,123.3,,
Jalen Johnson,ATL,25328,blk,22.5,-125,-102,fd,,F,1,,,,closed,,,335,,5353,23.5,-125,-105,22.5,-111,10,2024-11-28 17:29:16,0,0,74,74,5,0,16,6,3,1,20.4,0.69887090866332,0.3840384661763788,5,-2.1,10,137.0,,
Cameron Johnson,BKN,25330,blk,20.5,-122,-104,fd,,F,2,,,,closed,,,335,,4558,20.5,-115,-115,22.5,-110,27,2024-11-28 19:15:24,0,0,36,36,2,3,10,12,2,4,18.4,0.65447025385099,0.2837685748615574,5,-2.1,1,125.9,,
Malik Monk,SAC,25335,blk,21.5,-120,-106,fd,,G,0,,,,closed,,,335,,3313,21.5,-135,-106,21.5,-115,10,2024-11-29 02:27:54,0,0,36,36,5,0,6,10,2,2,23.6,0.60806167822105,0.11477974340525832,4,2.1,21,143.0,,
Jrue Holiday,BOS,25332,pr,8.5,-125,-102,fd,,G,4,,,,closed,,,337,,2365,8.5,-120,-110,8.5,-125,33,2024-11-28 18:11:55,0,0,44,44,2,3,7,12,3,0,10.6,0.73055683221367,0.315002297984606,5,2.1,29,75.4,,
Donovan Mitchell,CLE,25328,pa,36.5,-111,-115,fd,,G,45,,,,closed,,,338,,3326,35.5,-110,-120,34.5,-113,10,2024-11-28 17:29:16,1,1,69,69,3,2,10,11,3,2,38.6,0.62473297789068,0.18755548049489634,4,2.1,26,189.7,,
Pascal Siakam,IND,25334,pa,32.5,-104,-122,fd,,F,43,,,,closed,,,338,,3219,31.5,-115,-120,32.5,-113,10,2024-11-28 23:27:28,0,0,58,58,2,3,11,12,5,1,34.6,0.64610482709923,0.2673594685407973,5,2.1,8,180.4,,
Malik Monk,SAC,25335,pa,25.5,-115,-111,fd,,G,0,,,,closed,,,338,,3313,25.5,-120,-111,25.5,-113,10,2024-11-29 02:27:54,0,0,25,25,5,0,6,10,2,2,27.6,0.60475666796431,0.13063203141153612,4,2.1,22,188.1,,
