player,team,game_id,prop_type,line,over_odds,under_odds,sportsbook,player_id,player_position,player_jersey,opponent,game_date,game_time,event_status,home_team,away_team,market_id,market_name,participant_id,consensus_line,consensus_over_odds,consensus_under_odds,opening_line,opening_odds,opening_book,opening_time,expert_over_picks,expert_under_picks,system_over_picks,system_under_picks,last_5_over,last_5_under,season_over,season_under,h2h_over,h2h_under,projected_value,projected_probability,projected_ev,bet_rating,line_diff,opp_rank,opp_value,timestamp,url
Jalen Duren,DET,25220,pa,22.5,-125,-102,fd,,C,0,,,,closed,,,338,,5487,23.5,-120,-110,21.5,-110,19,2024-11-13 06:14:58,1,1,15,15,1,4,9,12,3,2,28.5,0.7730517777504,0.39149319995072007,5,6.0,19,183.5,,
Jalen Duren,DET,25220,to,20.5,-122,-104,fd,,C,0,,,,closed,,,336,,5487,21.5,-110,-120,19.5,-110,19,2024-11-13 06:14:57,0,0,22,22,1,4,7,15,2,3,26.1,0.75904884151496,0.38122002308459935,5,5.6,20,158.0,,
Jalen Brunson,NYK,25217,blk,33.5,-113,-113,fd,,G,11,,,,closed,,,335,,3514,33.5,-120,-110,33.5,-105,19,2024-11-13 05:15:51,0,0,37,37,2,3,9,13,4,1,38.4,0.70588163407036,0.330555646522006,5,4.9,30,152.8,,
Jalen Brunson,NYK,25217,to,29.5,-122,-104,fd,,G,11,,,,closed,,,336,,3514,30.5,-110,-120,29.5,-115,19,2024-11-13 05:15:51,0,0,48,48,2,3,8,14,4,1,34.4,0.66600521428874,0.21191112764016629,5,4.9,29,169.1,,
Jalen Brunson,NYK,25217,pa,37.5,-108,-118,fd,,G,11,,,,closed,,,338,,3514,37.5,-108,-120,36.5,-120,19,2024-11-13 05:15:51,1,1,74,74,2,3,9,13,4,1,42.4,0.70088522662288,0.34985302905147264,5,4.9,29,198.7,,
Devin Booker,PHO,25223,blk,37.5,-111,-115,fd,,G,1,,,,closed,,,335,,3024,37.5,-120,-110,35.5,-115,19,2024-11-13 07:15:49,0,0,17,17,0,5,3,17,0,7,33.2,0.73361285576246,0.37153707816459924,5,-4.3,18,139.7,,
Miles McBride,NYK,25217,blk,12.5,-128,100,fd,,G,2,,,,closed,,,335,,5351,12.5,-125,-105,12.5,-125,19,2024-11-13 05:15:47,0,0,37,37,4,1,10,7,1,2,16.7,0.74578915384642,0.3284369302889356,5,4.2,30,152.8,,
D'Angelo Russell,LAL,25222,blk,17.5,-118,-108,fd,,G,1,,,,closed,,,335,,3013,17.5,-118,-108,17.5,-115,19,2024-11-13 15:13:49,0,0,24,24,4,1,10,11,2,3,21.7,0.72375871437176,0.33711355705969215,5,4.2,14,137.6,,
D'Angelo Russell,LAL,25222,pa,20.5,-108,-118,fd,,G,1,,,,closed,,,338,,3013,20.5,-130,-105,19.5,-120,19,2024-11-13 15:13:49,1,1,39,39,4,1,10,11,2,3,24.6,0.71296086281623,0.3731098098682947,5,4.1,10,181.1,,
Devin Booker,PHO,25223,pa,41.5,-113,-113,fd,,G,1,,,,closed,,,338,,3024,41.5,-115,-113,39.5,-120,19,2024-11-13 07:15:49,0,0,46,46,1,4,4,17,1,6,37.5,0.71510944929765,0.3479496699150394,5,-4.0,13,181.6,,
