game_id,game_date,matchup,win_loss,team_id,team,season
0022200001,2022-10-18,BOS vs. PHI,W,1610612738,BOS,2022-23
0022200002,2022-10-18,LAL @ GSW,L,1610612747,LAL,2022-23
0022200003,2022-10-19,ORL @ DET,L,1610612753,ORL,2022-23
0022200004,2022-10-19,WAS @ IND,W,1610612764,WAS,2022-23
0022200005,2022-10-19,ATL vs. HOU,W,1610612737,ATL,2022-23
0022200006,2022-10-19,NOP @ BKN,W,1610612740,NOP,2022-23
0022200007,2022-10-19,CHI @ MIA,W,1610612741,CHI,2022-23
0022200008,2022-10-19,CLE @ TOR,L,1610612739,CLE,2022-23
0022200009,2022-10-19,NYK @ MEM,L,1610612752,NYK,2022-23
0022200010,2022-10-19,OKC @ MIN,L,1610612760,OKC,2022-23
0022200011,2022-10-19,SAS vs. CHA,L,1610612759,SAS,2022-23
0022200012,2022-10-19,DEN @ UTA,L,1610612743,DEN,2022-23
0022200013,2022-10-19,DAL @ PHX,L,1610612742,DAL,2022-23
0022200014,2022-10-19,SAC vs. POR,L,1610612758,SAC,2022-23
0022200015,2022-10-20,MIL @ PHI,W,1610612749,MIL,2022-23
0022200016,2022-10-20,LAC @ LAL,W,1610612746,LAC,2022-23
0022200017,2022-10-21,CHA vs. NOP,L,1610612766,CHA,2022-23
0022200018,2022-10-21,IND vs. SAS,L,1610612754,IND,2022-23
0022200019,2022-10-21,WAS vs. CHI,W,1610612764,WAS,2022-23
0022200020,2022-10-21,ATL vs. ORL,W,1610612737,ATL,2022-23
0022200021,2022-10-21,BKN vs. TOR,W,1610612751,BKN,2022-23
0022200022,2022-10-21,MIA vs. BOS,L,1610612748,MIA,2022-23
0022200023,2022-10-21,DET @ NYK,L,1610612765,DET,2022-23
0022200024,2022-10-21,HOU vs. MEM,L,1610612745,HOU,2022-23
0022200025,2022-10-21,UTA @ MIN,W,1610612762,UTA,2022-23
0022200026,2022-10-21,GSW vs. DEN,L,1610612744,GSW,2022-23
0022200027,2022-10-21,PHX @ POR,L,1610612756,PHX,2022-23
0022200028,2022-10-22,PHI vs. SAS,L,1610612755,PHI,2022-23
0022200029,2022-10-22,IND vs. DET,W,1610612754,IND,2022-23
0022200030,2022-10-22,BOS @ ORL,W,1610612738,BOS,2022-23
0022200031,2022-10-22,MIA vs. TOR,W,1610612748,MIA,2022-23
0022200032,2022-10-22,CLE @ CHI,W,1610612739,CLE,2022-23
0022200033,2022-10-22,MIL vs. HOU,W,1610612749,MIL,2022-23
0022200034,2022-10-22,DAL vs. MEM,W,1610612742,DAL,2022-23
0022200035,2022-10-22,OKC @ DEN,L,1610612760,OKC,2022-23
0022200036,2022-10-22,LAC @ SAC,W,1610612746,LAC,2022-23
0022200037,2022-10-23,LAL vs. POR,L,1610612747,LAL,2022-23
0022200038,2022-10-23,ATL vs. CHA,L,1610612737,ATL,2022-23
0022200039,2022-10-23,CLE vs. WAS,W,1610612739,CLE,2022-23
0022200040,2022-10-23,UTA @ NOP,W,1610612762,UTA,2022-23
0022200041,2022-10-23,OKC vs. MIN,L,1610612760,OKC,2022-23
0022200042,2022-10-23,SAC @ GSW,L,1610612758,SAC,2022-23
0022200043,2022-10-23,PHX @ LAC,W,1610612756,PHX,2022-23
0022200044,2022-10-24,IND @ PHI,L,1610612754,IND,2022-23
0022200045,2022-10-24,TOR @ MIA,W,1610612761,TOR,2022-23
0022200046,2022-10-24,NYK vs. ORL,W,1610612752,NYK,2022-23
0022200047,2022-10-24,BOS @ CHI,L,1610612738,BOS,2022-23
0022200048,2022-10-24,HOU vs. UTA,W,1610612745,HOU,2022-23
0022200049,2022-10-24,BKN @ MEM,L,1610612751,BKN,2022-23
0022200050,2022-10-24,SAS @ MIN,W,1610612759,SAS,2022-23
0022200051,2022-10-24,DEN @ POR,L,1610612743,DEN,2022-23
0022200052,2022-10-25,DET @ WAS,L,1610612765,DET,2022-23
0022200053,2022-10-25,NOP vs. DAL,W,1610612740,NOP,2022-23
