game_id,game_date,matchup,win_loss,team_id,team,season
0022300061,2023-10-24,LAL @ DEN,L,1610612747,LAL,2023-24
0022300062,2023-10-24,GSW vs. PHX,L,1610612744,GSW,2023-24
0022300063,2023-10-25,CHA vs. ATL,W,1610612766,CHA,2023-24
0022300064,2023-10-25,WAS @ IND,L,1610612764,WAS,2023-24
0022300065,2023-10-25,NYK vs. BOS,L,1610612752,NYK,2023-24
0022300066,2023-10-25,HOU @ ORL,L,1610612745,HOU,2023-24
0022300067,2023-10-25,BKN vs. CLE,L,1610612751,BKN,2023-24
0022300068,2023-10-25,MIA vs. DET,W,1610612748,MIA,2023-24
0022300069,2023-10-25,MIN @ TOR,L,1610612750,MIN,2023-24
0022300070,2023-10-25,OKC @ CHI,W,1610612760,OKC,2023-24
0022300071,2023-10-25,NOP @ MEM,W,1610612740,NOP,2023-24
0022300072,2023-10-25,SAC @ UTA,W,1610612758,SAC,2023-24
0022300073,2023-10-25,DAL @ SAS,W,1610612742,DAL,2023-24
0022300074,2023-10-25,POR @ LAC,L,1610612757,POR,2023-24
0022300075,2023-10-26,MIL vs. PHI,W,1610612749,MIL,2023-24
0022300076,2023-10-26,PHX @ LAL,L,1610612756,PHX,2023-24
0022300077,2023-10-27,CHA vs. DET,L,1610612766,CHA,2023-24
0022300078,2023-10-27,MEM vs. DEN,L,1610612763,MEM,2023-24
0022300079,2023-10-27,NYK @ ATL,W,1610612752,NYK,2023-24
0022300080,2023-10-27,MIA @ BOS,L,1610612748,MIA,2023-24
0022300081,2023-10-27,OKC @ CLE,W,1610612760,OKC,2023-24
0022300082,2023-10-27,TOR @ CHI,L,1610612761,TOR,2023-24
0022300083,2023-10-27,HOU @ SAS,L,1610612745,HOU,2023-24
0022300084,2023-10-27,DAL vs. BKN,W,1610612742,DAL,2023-24
0022300085,2023-10-27,LAC @ UTA,L,1610612746,LAC,2023-24
0022300086,2023-10-27,ORL @ POR,W,1610612753,ORL,2023-24
0022300087,2023-10-27,GSW @ SAC,W,1610612744,GSW,2023-24
0022300088,2023-10-28,CHI @ DET,L,1610612741,CHI,2023-24
0022300089,2023-10-28,WAS vs. MEM,W,1610612764,WAS,2023-24
0022300090,2023-10-28,NOP vs. NYK,W,1610612740,NOP,2023-24
0022300091,2023-10-28,CLE vs. IND,L,1610612739,CLE,2023-24
0022300092,2023-10-28,TOR vs. PHI,L,1610612761,TOR,2023-24
0022300093,2023-10-28,MIN vs. MIA,W,1610612750,MIN,2023-24
0022300094,2023-10-28,PHX vs. UTA,W,1610612756,PHX,2023-24
0022300095,2023-10-29,DEN @ OKC,W,1610612743,DEN,2023-24
0022300096,2023-10-29,GSW @ HOU,W,1610612744,GSW,2023-24
0022300097,2023-10-29,MIL vs. ATL,L,1610612749,MIL,2023-24
0022300098,2023-10-29,POR @ PHI,L,1610612757,POR,2023-24
0022300099,2023-10-29,LAC vs. SAS,W,1610612746,LAC,2023-24
0022300100,2023-10-29,LAL @ SAC,L,1610612747,LAL,2023-24
0022300101,2023-10-30,CHA vs. BKN,L,1610612766,CHA,2023-24
0022300102,2023-10-30,CHI @ IND,W,1610612741,CHI,2023-24
0022300103,2023-10-30,BOS @ WAS,W,1610612738,BOS,2023-24
0022300104,2023-10-30,MIN @ ATL,L,1610612750,MIN,2023-24
0022300105,2023-10-30,POR @ TOR,W,1610612757,POR,2023-24
0022300106,2023-10-30,MEM vs. DAL,L,1610612763,MEM,2023-24
0022300107,2023-10-30,MIL vs. MIA,W,1610612749,MIL,2023-24
0022300108,2023-10-30,NOP vs. GSW,L,1610612740,NOP,2023-24
0022300109,2023-10-30,DET @ OKC,L,1610612765,DET,2023-24
0022300110,2023-10-30,DEN vs. UTA,W,1610612743,DEN,2023-24
0022300111,2023-10-30,ORL @ LAL,L,1610612753,ORL,2023-24
0022300112,2023-10-31,NYK @ CLE,W,1610612752,NYK,2023-24
0022300113,2023-10-31,SAS @ PHX,W,1610612759,SAS,2023-24
0022300114,2023-10-31,LAC vs. ORL,W,1610612746,LAC,2023-24
0022300115,2023-11-01,POR @ DET,W,1610612757,POR,2023-24
0022300116,2023-11-01,TOR vs. MIL,W,1610612761,TOR,2023-24
0022300117,2023-11-01,ATL vs. WAS,W,1610612737,ATL,2023-24
0022300118,2023-11-01,BOS vs. IND,W,1610612738,BOS,2023-24
0022300119,2023-11-01,MIA vs. BKN,L,1610612748,MIA,2023-24
0022300120,2023-11-01,CLE @ NYK,W,1610612739,CLE,2023-24
0022300121,2023-11-01,NOP @ OKC,W,1610612740,NOP,2023-24
0022300122,2023-11-01,CHA @ HOU,L,1610612766,CHA,2023-24
