game_id,game_date,matchup,win_loss,minutes,field_goals_made,field_goals_attempted,field_goal_pct,three_pointers_made,three_pointers_attempted,three_point_pct,free_throws_made,free_throws_attempted,free_throw_pct,offensive_rebounds,defensive_rebounds,rebounds,assists,steals,blocks,turnovers,personal_fouls,points,plus_minus
22301181,2024-04-12,DAL vs. DET,L,12.0,3,4,0.75,0,0,0.0,0,0,0.0,0,2,2,1,0,1,3,2,6,-5
22301161,2024-04-10,DAL @ MIA,W,26.0,6,6,1.0,0,0,0.0,0,0,0.0,0,5,5,3,1,3,0,0,12,2
22301144,2024-04-09,DAL @ CHA,W,25.0,12,12,1.0,0,0,0.0,2,4,0.5,2,5,7,1,1,2,0,1,26,11
22301131,2024-04-07,DAL vs. HOU,W,16.0,3,3,1.0,0,0,0.0,0,1,0.0,0,1,1,0,0,1,2,5,6,-26
22301097,2024-04-05,DAL vs. GSW,W,31.0,5,7,0.714,0,0,0.0,0,2,0.0,4,11,15,5,0,3,2,3,10,8
22301124,2024-04-04,DAL vs. ATL,W,23.0,3,5,0.6,0,0,0.0,0,0,0.0,1,2,3,1,1,2,0,4,6,2
22300589,2024-04-02,DAL @ GSW,L,27.0,5,8,0.625,0,0,0.0,0,0,0.0,3,5,8,3,1,0,1,5,10,0
22301083,2024-03-31,DAL @ HOU,W,22.0,3,4,0.75,0,0,0.0,0,0,0.0,1,3,4,3,1,5,1,2,6,13
22301073,2024-03-29,DAL @ SAC,W,24.0,3,5,0.6,0,0,0.0,0,2,0.0,2,5,7,0,1,3,2,1,6,4
22301047,2024-03-26,DAL @ SAC,W,22.0,5,7,0.714,0,0,0.0,0,0,0.0,2,2,4,3,1,0,1,4,10,21
22301041,2024-03-25,DAL @ UTA,W,27.0,6,7,0.857,0,0,0.0,1,2,0.5,4,7,11,5,2,5,0,2,13,15
22301008,2024-03-21,DAL vs. UTA,W,27.0,10,11,0.909,0,0,0.0,4,6,0.667,3,4,7,5,1,0,1,2,24,25
22300994,2024-03-19,DAL @ SAS,W,24.0,5,7,0.714,0,0,0.0,3,4,0.75,0,8,8,3,1,1,1,4,13,7
22300978,2024-03-17,DAL vs. DEN,W,24.0,4,7,0.571,0,0,0.0,0,0,0.0,3,3,6,1,0,1,0,5,8,13
22300959,2024-03-14,DAL @ OKC,L,26.0,8,11,0.727,0,0,0.0,3,3,1.0,6,9,15,1,0,1,2,3,19,-7
22300952,2024-03-13,DAL vs. GSW,W,26.0,5,5,1.0,0,0,0.0,0,0,0.0,2,4,6,1,2,7,2,4,10,6
22300935,2024-03-11,DAL @ CHI,W,23.0,9,9,1.0,0,0,0.0,2,3,0.667,3,4,7,1,1,2,0,4,20,11
22300919,2024-03-09,DAL @ DET,W,24.0,7,7,1.0,0,0,0.0,3,4,0.75,0,7,7,1,0,4,1,3,17,22
22300904,2024-03-07,DAL vs. MIA,W,21.0,5,5,1.0,0,0,0.0,2,4,0.5,2,5,7,0,1,1,0,3,12,-15
22300892,2024-03-05,DAL vs. IND,L,21.0,7,7,1.0,0,0,0.0,2,5,0.4,3,7,10,2,1,3,0,2,16,-6
22300871,2024-03-03,DAL vs. PHI,L,13.0,0,1,0.0,0,0,0.0,0,0,0.0,1,3,4,0,2,0,0,3,0,-11
22300859,2024-03-01,DAL @ BOS,L,6.0,0,0,0.0,0,0,0.0,0,0,0.0,0,2,2,0,0,1,0,0,0,-2
22300844,2024-02-28,DAL @ TOR,W,25.0,6,7,0.857,0,0,0.0,1,1,1.0,4,3,7,1,1,1,4,4,13,11
22300832,2024-02-27,DAL @ CLE,L,7.0,2,3,0.667,0,0,0.0,0,0,0.0,0,2,2,0,0,0,0,2,4,-7
22300819,2024-02-25,DAL @ IND,L,19.0,4,6,0.667,0,0,0.0,0,2,0.0,3,2,5,0,0,1,0,2,8,-23
22300796,2024-02-22,DAL vs. PHX,W,17.0,0,1,0.0,0,0,0.0,4,4,1.0,2,3,5,1,0,1,1,4,4,11
22300785,2024-02-14,DAL vs. SAS,W,23.0,5,7,0.714,0,0,0.0,0,0,0.0,2,8,10,2,0,1,2,4,10,2
22300768,2024-02-12,DAL vs. WAS,W,24.0,7,13,0.538,0,0,0.0,2,3,0.667,7,10,17,2,2,5,2,0,16,-6
22300748,2024-02-10,DAL vs. OKC,W,17.0,7,11,0.636,0,0,0.0,5,6,0.833,4,5,9,0,0,1,0,2,19,9
22300728,2024-02-07,WAS vs. CLE,L,35.0,7,12,0.583,0,0,0.0,0,0,0.0,4,9,13,0,1,4,1,2,14,11
22300705,2024-02-04,WAS vs. PHX,L,25.0,7,7,1.0,0,0,0.0,1,2,0.5,4,3,7,1,0,2,0,4,15,-22
22300689,2024-02-02,WAS vs. MIA,L,32.0,4,8,0.5,0,0,0.0,3,4,0.75,4,10,14,2,1,1,1,4,11,14
