game_id,game_date,matchup,win_loss,minutes,field_goals_made,field_goals_attempted,field_goal_pct,three_pointers_made,three_pointers_attempted,three_point_pct,free_throws_made,free_throws_attempted,free_throw_pct,offensive_rebounds,defensive_rebounds,rebounds,assists,steals,blocks,turnovers,personal_fouls,points,plus_minus
22301187,2024-04-14,CLE vs. CHA,L,23.0,6,9,0.667,4,7,0.571,0,0,0.0,0,1,1,1,0,0,0,2,16,7
22301174,2024-04-12,CLE vs. IND,W,27.0,3,10,0.3,3,8,0.375,0,0,0.0,0,5,5,0,2,0,0,2,9,2
22301158,2024-04-10,CLE vs. MEM,W,18.0,1,3,0.333,1,2,0.5,1,2,0.5,0,2,2,1,0,1,1,2,4,19
22301132,2024-04-07,CLE @ LAC,L,14.0,1,5,0.2,0,2,0.0,0,0,0.0,0,2,2,2,1,0,0,2,2,-5
22301127,2024-04-06,CLE @ LAL,L,23.0,5,6,0.833,2,3,0.667,0,0,0.0,0,1,1,1,0,0,2,2,12,-18
22301110,2024-04-03,CLE @ PHX,L,11.0,0,4,0.0,0,3,0.0,0,0,0.0,0,2,2,0,0,0,0,2,0,-21
22301100,2024-04-02,CLE @ UTA,W,19.0,3,10,0.3,0,7,0.0,2,2,1.0,0,3,3,1,3,0,2,4,8,-3
22301077,2024-03-31,CLE @ DEN,L,23.0,2,8,0.25,0,3,0.0,0,0,0.0,1,4,5,2,1,0,2,2,4,-5
22301067,2024-03-29,CLE vs. PHI,W,31.0,10,14,0.714,5,8,0.625,0,0,0.0,0,0,0,0,0,1,0,1,25,9
22301048,2024-03-27,CLE @ CHA,L,24.0,5,7,0.714,4,5,0.8,0,0,0.0,0,1,1,0,0,0,0,4,14,3
22301033,2024-03-25,CLE vs. CHA,W,25.0,6,11,0.545,5,10,0.5,0,0,0.0,0,3,3,2,0,0,1,4,17,19
22301029,2024-03-24,CLE @ MIA,L,24.0,2,6,0.333,2,4,0.5,0,0,0.0,0,4,4,2,1,0,3,1,6,-18
22301014,2024-03-22,CLE @ MIN,L,34.0,4,8,0.5,1,3,0.333,1,1,1.0,1,2,3,0,2,1,2,4,10,-7
22300996,2024-03-20,CLE vs. MIA,L,35.0,6,15,0.4,3,11,0.273,3,3,1.0,0,3,3,1,1,0,1,2,18,0
22300983,2024-03-18,CLE @ IND,W,33.0,5,8,0.625,3,4,0.75,0,0,0.0,0,2,2,1,0,1,4,2,13,5
22300967,2024-03-16,CLE @ HOU,L,29.0,4,8,0.5,2,5,0.4,4,4,1.0,0,5,5,2,0,0,2,1,14,-17
22300951,2024-03-13,CLE @ NOP,W,28.0,6,12,0.5,4,8,0.5,0,0,0.0,0,6,6,1,0,0,0,5,16,11
22300934,2024-03-11,CLE vs. PHX,L,25.0,3,9,0.333,0,6,0.0,2,2,1.0,0,3,3,1,1,0,2,4,8,-13
22300930,2024-03-10,CLE vs. BKN,L,25.0,8,12,0.667,3,5,0.6,1,1,1.0,1,2,3,2,0,0,0,2,20,-5
22300911,2024-03-08,CLE vs. MIN,W,36.0,6,10,0.6,4,7,0.571,0,0,0.0,0,6,6,4,1,2,1,2,16,26
22300895,2024-03-06,CLE @ ATL,L,26.0,5,8,0.625,3,4,0.75,0,0,0.0,0,3,3,4,3,0,2,4,13,-16
22300886,2024-03-05,CLE vs. BOS,W,27.0,3,4,0.75,3,4,0.75,0,0,0.0,0,1,1,1,0,0,1,3,9,7
22300876,2024-03-03,CLE vs. NYK,L,16.0,0,6,0.0,0,4,0.0,0,0,0.0,1,1,2,1,0,0,1,1,0,-6
22300857,2024-03-01,CLE @ DET,W,19.0,1,7,0.143,0,3,0.0,0,0,0.0,0,4,4,3,1,0,1,0,2,17
22300846,2024-02-28,CLE @ CHI,L,11.0,1,5,0.2,0,3,0.0,0,0,0.0,0,1,1,0,0,0,1,0,2,-7
22300832,2024-02-27,CLE vs. DAL,W,21.0,4,6,0.667,2,4,0.5,0,0,0.0,0,5,5,0,0,0,0,1,10,17
22300820,2024-02-25,CLE @ WAS,W,17.0,3,6,0.5,2,4,0.5,0,0,0.0,0,4,4,0,1,0,0,0,8,3
22300805,2024-02-23,CLE @ PHI,L,21.0,2,4,0.5,2,3,0.667,3,4,0.75,0,5,5,0,0,0,0,3,9,-6
22300792,2024-02-22,CLE vs. ORL,L,16.0,3,4,0.75,2,3,0.667,1,1,1.0,0,0,0,1,0,0,2,2,9,-20
22300781,2024-02-14,CLE vs. CHI,W,24.0,5,9,0.556,1,5,0.2,0,2,0.0,0,2,2,0,0,0,3,6,11,6
22300762,2024-02-12,CLE vs. PHI,L,18.0,0,4,0.0,0,2,0.0,0,0,0.0,1,4,5,0,0,1,1,2,0,-7
22300756,2024-02-10,CLE @ TOR,W,18.0,5,8,0.625,3,5,0.6,0,0,0.0,0,1,1,0,0,1,0,4,13,4
22300735,2024-02-08,CLE @ BKN,W,23.0,5,9,0.556,3,6,0.5,0,0,0.0,1,2,3,1,1,0,0,1,13,1
22300728,2024-02-07,CLE @ WAS,W,17.0,3,4,0.75,1,1,1.0,0,0,0.0,0,3,3,0,0,0,1,2,7,2
22300714,2024-02-05,CLE vs. SAC,W,15.0,1,4,0.25,0,3,0.0,0,0,0.0,0,3,3,2,0,0,2,4,2,2
22300703,2024-02-03,CLE @ SAS,W,18.0,0,9,0.0,0,8,0.0,2,2,1.0,0,2,2,2,0,0,0,2,2,5
22300687,2024-02-01,CLE @ MEM,W,22.0,2,7,0.286,1,4,0.25,0,0,0.0,1,4,5,0,0,0,0,4,5,-7
22300675,2024-01-31,CLE vs. DET,W,17.0,2,4,0.5,0,0,0.0,0,0,0.0,0,2,2,5,0,0,0,0,4,0
22300658,2024-01-29,CLE vs. LAC,W,20.0,3,10,0.3,2,7,0.286,2,2,1.0,0,2,2,1,0,1,0,1,10,12
22300639,2024-01-26,CLE @ MIL,W,27.0,3,5,0.6,0,2,0.0,4,4,1.0,0,5,5,2,0,0,1,2,10,10
22300624,2024-01-24,CLE @ MIL,L,21.0,5,7,0.714,2,3,0.667,2,2,1.0,1,3,4,2,0,0,0,2,14,6
22300607,2024-01-22,CLE @ ORL,W,28.0,3,9,0.333,2,7,0.286,3,4,0.75,0,5,5,1,0,1,0,3,11,12
22300595,2024-01-20,CLE @ ATL,W,21.0,5,9,0.556,4,8,0.5,0,0,0.0,0,5,5,2,0,1,0,2,14,11
