game_id,game_date,matchup,win_loss,minutes,field_goals_made,field_goals_attempted,field_goal_pct,three_pointers_made,three_pointers_attempted,three_point_pct,free_throws_made,free_throws_attempted,free_throw_pct,offensive_rebounds,defensive_rebounds,rebounds,assists,steals,blocks,turnovers,personal_fouls,points,plus_minus
22301186,2024-04-14,WAS @ BOS,L,31.0,9,19,0.474,2,4,0.5,2,2,1.0,1,1,2,7,1,1,4,4,22,12
22301172,2024-04-12,WAS vs. CHI,L,29.0,6,9,0.667,1,3,0.333,2,4,0.5,0,1,1,10,2,0,0,3,15,-14
22301152,2024-04-09,WAS @ MIN,L,22.0,2,5,0.4,0,1,0.0,0,0,0.0,0,6,6,3,1,0,0,3,4,-19
22301137,2024-04-07,WAS @ TOR,L,17.0,3,4,0.75,1,1,1.0,0,0,0.0,0,3,3,2,0,1,2,3,7,-10
22301117,2024-04-05,WAS vs. POR,L,13.0,1,7,0.143,0,5,0.0,4,4,1.0,1,1,2,2,1,0,1,1,6,0
22301103,2024-04-03,WAS vs. LAL,L,29.0,3,8,0.375,1,5,0.2,2,2,1.0,0,3,3,7,3,1,3,4,9,18
22301095,2024-04-02,WAS vs. MIL,W,17.0,7,10,0.7,3,3,1.0,0,0,0.0,1,2,3,3,2,0,0,0,17,-2
22301081,2024-03-31,WAS vs. MIA,L,23.0,5,6,0.833,2,3,0.667,2,2,1.0,0,2,2,7,0,0,3,3,14,12
22301065,2024-03-29,WAS vs. DET,L,20.0,3,4,0.75,0,0,0.0,0,0,0.0,0,1,1,2,1,0,2,1,6,11
22301050,2024-03-27,WAS vs. BKN,L,21.0,0,2,0.0,0,1,0.0,0,0,0.0,0,3,3,2,1,0,2,2,0,-17
22301037,2024-03-25,WAS @ CHI,W,27.0,3,12,0.25,0,6,0.0,2,2,1.0,2,2,4,13,2,2,4,3,8,-4
22301022,2024-03-23,WAS vs. TOR,W,20.0,3,7,0.429,1,5,0.2,0,0,0.0,1,1,2,2,1,0,2,3,7,5
22301005,2024-03-21,WAS vs. SAC,W,19.0,3,5,0.6,2,3,0.667,0,0,0.0,0,1,1,1,2,0,4,1,8,1
22300992,2024-03-19,WAS vs. HOU,L,31.0,7,19,0.368,1,6,0.167,0,0,0.0,0,3,3,9,1,1,1,3,15,-14
22300980,2024-03-17,WAS vs. BOS,L,22.0,3,6,0.5,0,1,0.0,2,2,1.0,1,2,3,6,0,0,3,0,8,-4
22300971,2024-03-16,WAS @ CHI,L,22.0,2,5,0.4,0,1,0.0,1,1,1.0,0,0,0,1,1,0,3,2,5,-6
22300957,2024-03-14,WAS @ HOU,L,14.0,0,5,0.0,0,2,0.0,0,0,0.0,0,4,4,4,0,0,0,2,0,9
22300940,2024-03-12,WAS @ MEM,L,10.0,3,4,0.75,0,0,0.0,0,0,0.0,0,0,0,2,1,0,1,1,6,1
22300865,2024-03-01,WAS @ LAC,L,15.0,3,6,0.5,0,1,0.0,2,2,1.0,1,1,2,7,1,0,1,0,8,3
22300834,2024-02-27,WAS vs. GSW,L,11.0,1,1,1.0,0,0,0.0,0,0,0.0,1,0,1,2,0,0,3,2,2,-16
22300820,2024-02-25,WAS vs. CLE,L,12.0,1,4,0.25,0,3,0.0,0,0,0.0,0,0,0,2,0,0,0,2,2,3
22300809,2024-02-23,WAS @ OKC,L,10.0,2,3,0.667,0,0,0.0,0,0,0.0,0,1,1,1,0,0,1,1,4,-5
22300784,2024-02-14,WAS @ NOP,L,2.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,-3
22300494,2024-01-06,WAS vs. NYK,L,3.0,3,3,1.0,2,2,1.0,0,0,0.0,0,0,0,2,0,0,0,0,8,5
22300482,2024-01-05,WAS @ CLE,L,5.0,1,2,0.5,0,0,0.0,0,0,0.0,0,0,0,2,0,1,0,0,2,-1
22300465,2024-01-03,WAS @ CLE,L,9.0,2,2,1.0,1,1,1.0,0,0,0.0,0,1,1,1,0,0,0,0,5,-6
22300386,2023-12-22,WAS @ GSW,L,7.0,3,5,0.6,1,3,0.333,1,2,0.5,0,1,1,4,1,0,0,0,8,10
22300358,2023-12-18,WAS @ SAC,L,5.0,3,4,0.75,1,2,0.5,1,1,1.0,0,1,1,0,0,0,0,0,8,6
22300328,2023-12-15,WAS vs. IND,W,3.0,1,1,1.0,0,0,0.0,0,0,0.0,0,0,0,1,0,0,1,0,2,-8
22300311,2023-12-13,WAS vs. NOP,L,13.0,2,4,0.5,2,4,0.5,2,2,1.0,0,1,1,4,1,0,1,1,8,-4
22300295,2023-12-11,WAS @ PHI,L,19.0,5,7,0.714,0,0,0.0,2,3,0.667,0,0,0,4,2,0,1,2,12,-15
22301219,2023-12-08,WAS @ BKN,L,14.0,1,4,0.25,0,2,0.0,3,4,0.75,0,3,3,0,0,0,3,1,5,-3
22301208,2023-12-06,WAS vs. PHI,L,14.0,0,3,0.0,0,1,0.0,0,0,0.0,0,1,1,4,0,0,1,5,0,4
22300259,2023-11-29,WAS @ ORL,L,5.0,1,2,0.5,0,1,0.0,2,2,1.0,0,0,0,3,2,0,0,0,4,1
22300253,2023-11-27,WAS @ DET,W,2.0,0,1,0.0,0,1,0.0,0,0,0.0,0,1,1,0,0,0,0,1,0,0
22300241,2023-11-25,WAS vs. ATL,L,16.0,5,8,0.625,2,4,0.5,1,1,1.0,0,2,2,5,2,1,2,4,13,-5
22300219,2023-11-20,WAS vs. MIL,L,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,2
22300028,2023-11-17,WAS vs. NYK,L,2.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,-1
22300103,2023-10-30,WAS vs. BOS,L,6.0,0,2,0.0,0,2,0.0,0,0,0.0,0,0,0,1,0,0,1,0,0,4
22300064,2023-10-25,WAS @ IND,L,3.0,1,2,0.5,1,1,1.0,0,0,0.0,0,0,0,0,0,0,0,0,3,2
